barcode,old_name,new_name,brand,productDesc,confidence,changes
4811277012834,Номад Сыр Голландский особый мдж 45% фас.200 г.,Сыр Голландский особый 45% 200 г,Номад,Голландский сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4607178791264,"Йогурт слив 100 г ( клубника абрикос манго) 4,5%","Йогурт сливочный 100 г (клубника, абрикос, манго) 4,5%",,Сливочный йогурт с фруктовыми вкусами.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870207561828,Курт соленый 30 г. ( Viakom),Курт соленый 30 г,,Соленый курт в удобной упаковке.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4631171364323 4603745114047,"Кымыз Бал 0,5 л с/б","Кымыз Бал 0,5 л",,"Кымыз с добавлением меда в бутылке 0,5 л.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870007492292,"Сыр плавленный ""Сливочный"" 200 г","Сыр плавленный ""Сливочный"" 200 г",,Плавленный сыр с кремовым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870007491820,"Масло ""Элитное "" 0,18 72,5%","Масло ""Элитное"" 0,18 л 72,5%",,Элитное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4680019568294,"Напиток овсян NEMOLOKO витамин В2-0,2 л","Напиток овсяный NEMOLOKO с витамином В2 0,2 л",NEMOLOKO,Овсяный напиток с добавлением витаминов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144003191,Молоко ДЕП ультра топленое 6%-500гр,Молоко ДЕП ультра топленое 6%-500гр,ДЕП,Ультратопленое молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144003689,"Молоко сгущеное ДЕП 8,5%-600гр","Молоко сгущеное ДЕП 8,5%-600гр",ДЕП,Сгущенное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005359467,"Йогурт питьевой Эмиль Земляника1,5% пэт бут 310 г","Йогурт питьевой Эмиль Земляника 1,5% 310 г",Эмиль,Питьевой йогурт со вкусом земляники.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4810268055423,Pan Smetankoфф Сыр 300 г Сметанковый мдж 50% фасовка.,Pan Smetankoфф Сыр 300 г Сметанковый мдж 50% фасовка.,Pan Smetankoфф,Сметанковый сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4870210771801,"Йогурт Вишня-черешня 3,2%-130гр Село Лесное.","Йогурт Вишня-черешня 3,2%-130гр Село Лесное.",Село Лесное,Йогурт с вкусом вишни и черешни.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037121584,Сыр плав. Президент 150 г 45% Моцарелла,Сыр плавленный Президент 150 г 45% Моцарелла,Президент,Плавленный сыр Моцарелла с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870207315087,"БИО С Фисташки 3,2% 1 л","БИО С фисташками 3,2% 1 л",,Биопродукт с фисташками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037120044,Сыр плав. Президент 200 г 45% с грибами ванна.,Сыр плавленный Президент 200 г 45% с грибами,Президент,Плавленный сыр с грибами и высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600605031865,"Молоко Шадринское 7,1%-500 мл","Молоко Шадринское 7,1% 500 мл",Шадринское,"Пастеризованное молоко с жирностью 7,1%. Удобная упаковка 500 мл.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870144746616,Молоко сгущен Петропавловское 250гр д.п,Молоко сгущен Петропавловское 250гр д.п,Петропавловское,"Сгущенное молоко с сахаром, 250 г.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4680019562018,Напиток овсян NEMOLOKO классич В2 1 л,Напиток овсяный NEMOLOKO классический 1 л,NEMOLOKO,"Классический овсяный напиток, 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870144745350,Молоко сгущен Буренка 12%- 360гр жб,Молоко сгущен Буренка 12%- 360гр жб,Буренка,"Сгущенное молоко с сахаром, 360 г, жирность 12%.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4690502005533,Актуаль апельсин-манго 930гр,Актуаль апельсин-манго 930гр,Актуаль,"Сок с вкусом апельсина и манго, 930 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
