barcode,old_name,new_name,brand,productDesc,confidence,changes,error
4870207314301,"Молоко низколактозное Лактель ФМ 'Легкое утро' 3,25% 1 л","Молоко низколактозное Лактель 'Легкое утро' 3,25% 1 л",Лактель,Низколактозное молоко для легкого усвоения.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207314295,"Молоко низколактозное Лактель ФМ 'Легкое утро' 2,5% 1 л","Молоко низколактозное Лактель 'Легкое утро' 2,5% 1 л",Лактель,Низколактозное молоко для легкого усвоения.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207315186 4870207315469,"Кефир ФМ 2,3% 1,0 кгФП","Кефир ФМ 2,3% 1,0 кг",,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
48700055000197 48700055000192 4870055000197,"БИО С Ваниль 3,2% 0,5 кг","Био йогурт с ванилью 3,2% 0,5 кг",Био,Натуральный йогурт с ванильным вкусом.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": true}",
4870207314264,"БИО С Клубника 2,9% 0,45 кг","Био йогурт с клубникой 2,9% 0,45 кг",Био,Натуральный йогурт с клубничным вкусом.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": true}",
4870207313229 4870207313221,"Снежок 2% 0,90 кг","Снежок 2% 0,90 кг",Снежок,Нежный йогурт с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207312130,"Питьевой йогурт Клубника 2% 0,45 кг","Питьевой йогурт с клубникой 2% 0,45 кг",,Освежающий питьевой йогурт с клубничным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207314196,"Питьевой йогурт Лесные ягоды 2% 0,90 кг","Питьевой йогурт Лесные ягоды 2% 0,90 кг",,Вкусный питьевой йогурт с лесными ягодами.,high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870055001798 4870055001792,"Сметана Президент 20% 0,20 кг","Сметана Президент 20% 0,20 кг",Президент,Классическая сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207311454,"Сметана Президент 10% 0,40 кг","Сметана Президент 10% 0,40 кг",Президент,Легкая сметана с пониженным содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313960,"Творог Домашний Рассыпчатый Президент 0,1% 0,20 кг","Творог Домашний Рассыпчатый Президент 0,1% 0,20 кг",Президент,Нежный рассыпчатый творог с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207314011,"Творог Домашний Рассыпчатый Президент 9% 0,45 кг","Творог домашний Президент 9% 0,45 кг",Президент,Кремовый творог с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207313342,"Йогурт греческий Миндаль-Фисташки 7,9% 0,130 кг","Йогурт греческий Миндаль-Фисташки 7,9% 0,130 кг",,Греческий йогурт с орехами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313366,"Йогурт Клубника 1,5% 0,110гр","Йогурт Клубника 1,5% 0,110гр",,Нежный йогурт с клубничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500203970011,Сыр Мастер Голландский 45% пленка.,Сыр Мастер Голландский 45%,Мастер,Вкусный голландский сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4607037120020,Сыр плав. Президент 200 г 45% Сливочный ванна.,Сыр плавленый Президент 200 г 45%,Президент,Плавленый сыр с нежным сливочным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4607037122840,Сыр плавленый Президент Бри 45% 200 г.,Сыр плавленый Президент Бри 45% 200 г,Президент,Плавленый сыр Бри с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4607037120051,Сыр плав. Президент 140 г 45% Ветчина круг.,Сыр плавленый Президент 140 г 45%,Президент,Плавленый сыр с ветчиной.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870055002504,"Творожок Сузбеше ФМ Персик 4% 0,1 кг.","Творожок Сузбеше ФМ Персик 4% 0,1 кг",Сузбеше,"Творожок с персиковым вкусом, 4% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870035000735,"Молоко цельное сгущенное с сахаром,жирность 8,5% 270 г.","Молоко сгущенное с сахаром 8,5% 270 г",,"Сгущенное молоко с сахаром, 8,5% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870055002672,"Лактель ФМ молоко с витамином Д 1,5% 1 л.","Лактель молоко с витамином Д 1,5% 1 л",Лактель,"Молоко с витамином D, 1,5% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207314929,Му-у молочный коктейль ФМ Клубника 2% 1 л.,Му-у молочный коктейль Клубника 2% 1 л,Му-у,"Молочный коктейль со вкусом клубники, 2% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207315063,Му-у молочный коктейль ФМ Шоколад 2% 1 л,Му-у молочный коктейль Шоколад 2% 1 л,Му-у,"Молочный коктейль со вкусом шоколада, 2% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4601662006438,"Сливки Президент для соуса 23% 0,50 г.","Сливки Президент для соуса 23% 0,50 г.",Президент,"Сливки для соуса, 23% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
2500204510018,Каймак Домашний 485 г Айжан ИП,Каймак Домашний 485 г,Айжан,"Домашний каймак, 485 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500204540015,Каймак Домашний 195гр Айжан ИП,Каймак Домашний 195гр Айжан ИП,Айжан,"Домашний каймак, 195 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870001029487,Сметана домашний 285 г. Султан-Ата.,Сметана домашняя 285 г,Султан-Ата,"Домашняя сметана, 285 г.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870004711907,"Молоко Новый день 1,5% 1 лТетрапак с крышка.","Молоко Новый день 1,5% 1 л",Новый день,"Молоко, 1,5% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870004710771,"Молоко Новый день 2,5% 1 л.","Молоко Новый день 2,5% 1 л",Новый день,"Молоко, 2,5% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870004711501,"Молоко Просто 2,5%","Молоко Просто 2,5%",Просто,"Молоко, 2,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4602358005575,Сырок творож глазирован в тёмном шок 23% 50 г (12) Кизк,Сырок творожный глазированный в тёмном шоколаде 23% 50 г,Кизк,"Глазированный творожный сырок, 23% жирности.",high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4810073009154,Сырок творож глазирован Крем-Брюле Солёная карамель МДЖ 15% 40 г (30),Сырок творож глазирован Крем-Брюле Солёная карамель МДЖ 15% 40 г (30),,,medium,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4810073008454,Сырок творож. глазирован Kurab'ye МДЖ 23% 65 г (20),Сырок творожный глазированный Kurab'ye 23% 65 г,Kurab'ye,"Глазированный творожный сырок, 23% жирности.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4810073007259,Сырок творож. глазирован. на венской вафле ТРЮФЕЛЬ МДЖ 23% 65 г (20),Сырок творожный глазированный на вафле Трюфель 23% 65 г,МДЖ,Вкусный сырок с трюфельным вкусом на венской вафле.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": true}",
4870005358958,"Биойогурт клубника-банан со злаками, 1,5%, пюрпак, 450 г.","Биойогурт клубника-банан со злаками 1,5% 450 г",,Натуральный биойогурт с клубникой и бананом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359399,"Воздушное суфле клубника-шоколад 2,5% пэт стакан 160 г.","Воздушное суфле клубника-шоколад 2,5% 160 г",,Легкое суфле с клубничным и шоколадным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359351,"Йогурт ложковый Эмиль малина 2,5% стакан 275 г","Йогурт ложковый Эмиль малина 2,5% 275 г",Эмиль,Нежный йогурт с малиновым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870005357401,"Йогурт питьевой Эмиль малина 1,5% пэт бутылка 900 г","Йогурт питьевой Эмиль малина 1,5% 900 г",Эмиль,Питьевой йогурт с малиной.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870005359160,"Крепыш, 2,5%, пюрпак, 450 г.","Крепыш 2,5% 450 г",,Питательный йогурт в удобной упаковке.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359177,"Ряженка, 2,5%, пюрпак, 450 г.","Ряженка 2,5% 450 г",,Натуральная ряженка с нежным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005357111,"Сметана из топленых сливок, 15%, п/стакан, 380 г.",Сметана из топленых сливок 15% 380 г,,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359023,"Снежок, 2,5%, Эмиль пюрпак, 450 г.","Снежок 2,5% Эмиль 450 г",Эмиль,Нежный десерт с легким вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359566,"Творожная масса клубника, 4,5%, п/стакан, 180 г.","Творожная масса клубника 4,5% 180 г",,Творожная масса с клубничным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359436,"Творожная масса с вареной сгущенкой и мюсли, 4,5%, п/стакан 180 г.","Творожная масса с вареной сгущенкой и мюсли 4,5% 180 г",,Творожная масса с вареной сгущенкой и мюсли.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005352888,"Творожная масса с курагой, 4,5%, п/стакан, 180 г.","Творожная масса с курагой 4,5% 180 г",,Творожная масса с курагой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359337,Творожный десерт черника 10% 165 г пэт стакан,Творожный десерт черника 10% 165 г,,Десерт с черничным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870001154462,"Молоко Мое 2,5% 0,95 л","Молоко Мое 2,5% 0,95 л",Мое,Свежайшее молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500209230010,Сыр чечел вес,Сыр чечел вес,,Сыр чечел в нарезке.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870003751485,"кефир ""Classic"" 2,5%, 0,9 кгНатиже","Кефир Classic 2,5%, 0,9 кг",Натиже,"Кефир с классическим вкусом, 2,5% жирности.",high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}",
4870003750358,"Молоко 2,2% 0,9 л ф/п Натиже","Молоко 2,2% 0,9 л",Натиже,"Молоко с жирностью 2,2%, в упаковке 0,9 л.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751300,"Йогурт клубника-малина 1,5%, 0,45 кгНатиже","Йогурт клубника-малина 1,5%, 0,45 кг",Натиже,"Йогурт со вкусом клубники и малины, 1,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003750808,"MIO-E с вит. Злаки-Отруби 1,5% 0,45 кг. Натиже","MIO-E с вит. Злаки-Отруби 1,5% 0,45 кг",Натиже,"Йогурт MIO-E с витаминами и злаками, 1,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751096,"MIO-D с вит. чернослив-Орех 1,5% 0,45 кг. Натиже","MIO-D с вит. чернослив-Орех 1,5% 0,45 кг",Натиже,"Йогурт MIO-D с витаминами, черносливом и орехами, 1,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003752710,"Живой йогурт со вкусом манго - маракуйя 1,5% 0,9 кг п/п Натиже","Живой йогурт манго-маракуйя 1,5% 0,9 кг",Натиже,"Живой йогурт со вкусом манго и маракуйи, 1,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003753113,"MIOS злаки-отруби 1,5% 0,9 кг п/п, шт Натиже","MIOS злаки-отруби 1,5% 0,9 кг",Натиже,"Йогурт MIOS с злаками и отрубями, 1,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003750037,"Снежок 1,5%, 0,9 кгНатиже","Снежок 1,5%, 0,9 кг",Натиже,"Снежок с жирностью 1,5%, в упаковке 0,9 кг.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003750259,"Сметана 15%, 360 г.Натиже","Сметана 15%, 360 г",Натиже,"Сметана с жирностью 15%, в упаковке 360 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751195,"Сметана 20%, 360 г.Натиже","Сметана 20%, 360 г",Натиже,"Сметана с жирностью 20%, в упаковке 360 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751270,"Творог Крестьянский 4%, 0,4 кгНатиже","Творог Крестьянский 4%, 0,4 кг",Натиже,"Крестьянский творог с жирностью 4%, в упаковке 0,4 кг.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003750709,"Творожная масса с изюмом н/ж, 200 г.Натиже","Творожная масса с изюмом н/ж, 200 г",Натиже,"Творожная масса с изюмом, нежирная, в упаковке 200 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751393,"Твор. масса Протейн+ Злаки-Отруби 1,5%, 140 г.Натиже","Творожная масса Протейн+ Злаки-Отруби 1,5%, 140 г",Натиже,"Творожная масса Протейн+ с злаками и отрубями, 1,5% жирности, в упаковке 140 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751768,"Завтрак с овсянкой, цветочным медом и пробиотиками 2,5% 0,14 кг п/ст Натиже","Завтрак с овсянкой, медом и пробиотиками 2,5% 0,14 кг",Натиже,"Завтрак с овсянкой, цветочным медом и пробиотиками, 2,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003752529,"Завтрак обогощенный комплексом витаминов, с овсянкой и сем чиа 2,5% 0,14 кг п/ Натиже","Завтрак обогащенный витаминами, с овсянкой и семенами чиа 2,5% 0,14 кг",Натиже,"Завтрак с овсянкой и семенами чиа, обогащенный витаминами, 2,5% жирности.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870235430011,"Йогурт турецкий 3,0% 0,36 кг п/ст KOKSHE milk Натиже","Йогурт турецкий 3,0% 0,36 кг п/ст KOKSHE milk Натиже",KOKSHE,Турецкий йогурт с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
4870003751720,Сыр плавленый Английский 140гр. п/ст Натиже,Сыр плавленый Английский 140гр. п/ст Натиже,,Плавленый сыр с английским вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003750433,"Белые сыры-полутвердый Диетический 20%, 0,35 кгНатиже","Сыр полутвердый диетический 20%, 0,35 кг",,Полутвердый сыр с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003753007,Сливочное 500 г Натиже,Сливочное масло 500 г,,Сливочное масло для кулинарии и выпечки.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003753045,Со сладким кунжутом 500 г Натиже,Со сладким кунжутом 500 г,,Сладкая паста с кунжутом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870004320185,"Бурненское молоко 2,5% 1 л Tetro Fino Натиже","Бурненское молоко 2,5% 1 л",Tetro Fino,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
4870003751492,"кефир ""Classic"" 1%, 0,9 кгНатиже","Кефир Classic 1%, 0,9 кг",,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870206411940 4870206415528,Активиа Йогурт 120 г. клубника,Активиа Йогурт 120 г клубника,Активиа,Йогурт с клубникой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": true}",
4870206411612,Активиа 270 г Земляника-Клубника,Активиа 270 г Земляника-Клубника,Активиа,Йогурт с земляникой и клубникой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870206415122,Активиа 270 г Манго-Маракуйя,Активиа 270 г Манго-Маракуйя,Активиа,Йогурт с манго и маракуйей.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870206415009,Активиа 670 г Персик,Активиа 670 г Персик,Активиа,Йогурт с персиком.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
8696368202563,"Актимель 1*95 г., Гранатовый",Актимель 95 г Гранатовый,Актимель,Йогурт с гранатовым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
8696368202648,Актимель 1*95 г Киви-клубника,Актимель 95 г Киви-Клубника,Актимель,Йогурт с киви и клубникой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
8696368202655,Актимель КИДС малиновое мороженое,Актимель КИДС малиновое мороженое,Актимель,Йогурт для детей с малиновым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870206415405,Данонино 100 г. Банан,Данонино 100 г Банан,Данонино,Йогурт с банановым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4600605026120,Растишка поре 85гр смуз,Растишка поре 85гр смуз,Растишка,Смузи с пореем в удобной упаковке.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4600605028872,"Сырок сгущенка, 40 г, 20%",Сырок сгущенка 40 г 20%,,"Сырок с сгущенкой, идеален для перекуса.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4600605029725,"Сырок ирис, 40 г 20%",Сырок ирис 40 г 20%,,"Сырок с ирисом, сладкий и вкусный.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870206415375,Данон 670 г Малина,Данон 670 г малина,Данон,Йогурт с малиновым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4600605032497,Творог десерт 130 г клубника,Творог десерт 130 г клубника,,Десертный творог с клубникой.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006421361 4870005730679,"Молоко Зенченко(Родина) 3,2%-0,9 л","Молоко Зенченко (Родина) 3,2% 0,9 л",Зенченко,"Молоко с содержанием жира 3,2%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006420869,Сметана Зенченко 15%-400гр,Сметана Зенченко 15%-400гр,Зенченко,Сметана с жирностью 15%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006420104,ТворогЗенченко 0%-200гр,ТворогЗенченко 0%-200гр,Зенченко,Обезжиренный творог.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
8606002116156,"Сыр рассольный Брынза Президент 0,25 кг. 45%.","Сыр рассольный Брынза Президент 0,25 кг 45%",Президент,Брынза с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
48700057421347,"Ряженка Зенченко (Родина) 2,5%-1 л","Ряженка Зенченко (Родина) 2,5% 1 л",Зенченко,"Ряженка с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
487005730570 4870005730570,Кисломол-й продукт Снежок 1 л 2%,Кисломолочный продукт Снежок 1 л 2%,Снежок,Кисломолочный продукт с жирностью 2%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870005730112,"Сметана ""Родина"" 400гр-20%","Сметана ""Родина"" 400гр-20%",Родина,Сметана с жирностью 20%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006421323,"Кефир ""Талинский"" Зенченко 0,9 л-1%","Кефир Талинский Зенченко 0,9 л 1%",Зенченко,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870132003592,"Айран турецкий 1,2%-260 мл Эмиль","Айран турецкий 1,2% 260 мл Эмиль",Эмиль,"Турецкий айран с жирностью 1,2%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870132001758,Сметана Эмиль 20% 200гр,Сметана Эмиль 20% 200гр,Эмиль,Сметана с жирностью 20%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4607004890574,Сыр Блочки Сливочный Hohland 50гр,Сыр Блочки Сливочный Hohland 50гр,Hohland,Сливочный сыр в удобной упаковке.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004890086,Сыр плавленый Hohland Чизбургер 150гр,Сыр плавленый Hohland Чизбургер 150гр,Hohland,Плавленый сыр с вкусом чизбургера.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004890543,Сыр плавленый Hohland Ассорти 150гр,Сыр плавленый Hohland Ассорти 150гр,Hohland,Ассорти плавленых сыров.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004892936,Сыр плавленый Hohland сырное 140гр,Сыр плавленый Hohland сырное 140гр,Hohland,Плавленый сыр с сырным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004892783,Сыр плавленый Hohland Сливочный ассорти140гр,Сыр плавленый Hohland Сливочный ассорти140гр,Hohland,Сливочный плавленый сыр ассорти.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004892103,Сыр плавленый Hohland Швейцарский 200гр,Сыр плавленый Hohland Швейцарский 200гр,Hohland,Плавленый сыр с швейцарским вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
