shard_id,barcode,old_name,new_name,brand,productDesc,confidence,changes
0,4870207312383 4870207312381,"Снежок 2% 0,45 кг","Снежок 2% 0,45 кг",,Снежок с 2% жирности.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870207313281,"Питьевой йогурт Клубника 2% 0,90 кг","Питьевой йогурт Клубника 2% 0,90 кг",,Питьевой йогурт с клубничным вкусом и 2% жирности.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870055001798 4870055001792,"Сметана Президент 20% 0,20 кг","Сметана Президент 20% 0,20 кг",Президент,Сметана с 20% жирности.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870207310563,"Сметана Домашняя Президент 25% 0,385 кг","Сметана Домашняя Президент 25% 0,385 кг",Президент,Домашняя сметана с 25% жирности.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870207313724,"Йогурт греческий Ваниль 7,0% 0,130 кг","Йогурт греческий Ваниль 7,0% 0,130 кг",,Греческий йогурт с ванильным вкусом и 7% жирности.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870207313366,"Йогурт Клубника 1,5% 0,110гр","Йогурт Клубника 1,5% 0,110гр",,Нежный йогурт с клубничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4607037120013,Сыр плав. Президент 140 г 45% Сливочный круг.,Сыр плавленый Президент 140 г 45%,Президент,Плавленый сыр с высоким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4607037123892,Сыр плав. Президент 400 г 45% Мааздам ванна.,Сыр плавленый Президент 400 г 45%,Президент,Плавленый сыр с высоким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870055002504,"Творожок Сузбеше ФМ Персик 4% 0,1 кг.","Творожок Сузбеше ФМ Персик 4% 0,1 кг.",Сузбеш,Нежный творожок с персиковым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870055006144,"Ряженка ФМ 2,5% 1,0 кг.","Ряженка ФМ 2,5% 1,0 кг",,Классическая ряженка с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870207314578,"Му-у молочный коктейль ФМ Персик 2% 0,200 мл","Му-у молочный коктейль ФМ Персик 2% 0,200 мл",ФМ,Освежающий молочный коктейль с персиковым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4601662006438,"Сливки Президент для соуса 23% 0,50 г.","Сливки Президент для соуса 23% 0,50 г.",Президент,Сливки для приготовления соусов с высоким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,2500204530016,Каймак Домашний 245гр Айжан ИП,Каймак Домашний 245гр Айжан ИП,Айжан,Домашний каймак с насыщенным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870001029135,Творог домашний 300 г.Султан-Ата.,Творог домашний 300 г Султан-Ата,Султан-Ата,Натуральный домашний творог.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
0,4870004710771,"Молоко Новый день 2,5% 1 л.","Молоко Новый день 2,5% 1 л",Новый день,Свежайшее молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870004711549,Молоко Просто 6%,Молоко Просто 6%,,Молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4810073009321,Сырок творож глаз Нежный кокос с наполнителем Кокос МДЖ 15% 40 г (30),Сырок творож глаз Нежный кокос с наполнителем Кокос МДЖ 15% 40 г (30),,Творожный сырок с кокосовым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4810073007259,Сырок творож. глазирован. на венской вафле ТРЮФЕЛЬ МДЖ 23% 65 г (20),Сырок творожный на вафле Трюфель 23% 65 г,,Творожный сырок с трюфельным вкусом на вафле.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870005359207,"Биойогурт чернослив со злаками, 1,5%, пюрпак, 450 г.","Биойогурт чернослив со злаками 1,5% 450 г",,Полезный биойогурт с черносливом и злаками.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870005359580,"Йогурт питьевой Эмиль вишня-черешня 1,5% пэт бут 900 г","Йогурт питьевой Эмиль вишня-черешня 1,5% 900 г",Эмиль,Питьевой йогурт с вишневым и черешневым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870005359160,"Крепыш, 2,5%, пюрпак, 450 г.","Крепыш 2,5% 450 г",Крепыш,Крепкое молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
0,4870005359283,"Сметана ""Домашняя"", 25%,п/стакан, 280 г.",Сметана Домашняя 25% 280 г,Домашняя,Натуральная сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}"
0,4870005359108,"Творог Кр фольга, 180 вянский, 5%,",Творог Крестьянский 5% 180 г,,Нежный творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870005359436,"Творожная масса с вареной сгущенкой и мюсли, 4,5%, п/стакан 180 г.","Творожная масса с вареной сгущенкой и мюсли 4,5% 180 г",,Сладкая творожная масса с добавлением мюсли.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870005359320,Творожный десерт малина 10% 165 г пэт стакан,Творожный десерт малина 10% 165 г,,Вкусный творожный десерт с малиной.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870001154479,"Молоко Мое 3,2% 0,95 л","Молоко Мое 3,2% 0,95 л",Мое,Свежайшее молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870003751485,"кефир ""Classic"" 2,5%, 0,9 кгНатиже","Кефир Classic 2,5% 0,9 кг",Classic,Классический кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870003751355,"Ацидофилин 1,5%, 0,9 кгНатиже","Ацидофилин 1,5% 0,9 кг",,Полезный ацидофилин с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870003750860,"MIO-B с вит. Клубника 1,5% 0,45 кгНатиже","MIO-B с вит. Клубника 1,5% 0,45 кг",,Напиток с клубничным вкусом и витаминами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870003752710,"Живой йогурт со вкусом манго - маракуйя 1,5% 0,9 кг п/п Натиже","Живой йогурт со вкусом манго-маракуйя 1,5% 0,9 кг",,Натуральный йогурт с экзотическим вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870003750150,"Снежок 1,5%, 0,45 кгНатиже","Снежок 1,5% 0,45 кг",,Легкий десерт с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870003750112,"Сметана 15%, 500 г.Натиже",Сметана 15% 500 г,,Классическая сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870003751270,"Творог Крестьянский 4%, 0,4 кгНатиже","Творог Крестьянский 4% 0,4 кг",Крестьянский,Нежный творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870003750884,"Твор. масса Протейн+ Чернослив-Орех 1,5%, 140 г.Натиже","Творожная масса Протейн+ Чернослив-Орех 1,5% 140 г",Протейн+,Творожная масса с добавлением чернослива и орехов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870003751751,"Завтрак с овсянкой, яблоком и корицей, обогащенный бефидо 2,5% 0,14 кг п/стНатиже","Завтрак с овсянкой, яблоком и корицей 2,5% 0,14 кг",,Полезный завтрак с овсянкой и фруктами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870235430011,"Йогурт турецкий 3,0% 0,36 кг п/ст KOKSHE milk Натиже","Йогурт турецкий 3,0% 0,36 кг п/ст KOKSHE milk Натиже",KOKSHE,"Турецкий йогурт с 3,0% жирности в упаковке 0,36 кг.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4870003750624,"Белые сыры-Сулугуни 45%, 0,35 кгНатиже","Белые сыры-Сулугуни 45%, 0,35 кгНатиже",,"Сыр Сулугуни с жирностью 45% в упаковке 0,35 кг.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870003752994,С сыром 500 г Натиже,С сыром 500 г Натиже,,"Сыр с добавлением, вес 500 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870004320185,"Бурненское молоко 2,5% 1 л Tetro Fino Натиже","Молоко Бурненское 2,5% 1 л",Tetro Fino,"Бурненское молоко с жирностью 2,5% в упаковке 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4870206411698 4870206415542,Активна Йогурт 120 г. отруби-злаки,Йогурт Активна 120 г отруби-злаки,,"Йогурт Активна с отрубями и злаками, вес 120 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870206411582,Активиа 270 г Злаки,Активиа 270 г Злаки,Активиа,"Йогурт Активиа с злаками, вес 270 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870206415009,Активиа 670 г Персик,Активиа 670 г Персик,Активиа,"Йогурт Активиа с персиком, вес 670 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,8696368202594,"Актимель 1*95 г., С земляникой",Актимель 95 г Земляника,Актимель,"Напиток Актимель с земляникой, вес 95 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4870206415399,Данонино 100 г. Клубника,Данонино 100 г Клубника,Данонино,"Йогурт Данонино с клубникой, вес 100 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4600605026120,Растишка поре 85гр смуз,Растишка поре 85гр смуз,,"Смузи Растишка, вес 85 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4600605028858,"Сырок ваниль, 40 г, 20%",Сырок ванильный 40 г 20%,,"Ванильный сырок с жирностью 20%, вес 40 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870206415351,Данон 670 г Гранат,Данон 670 г Гранат,Данон,"Йогурт Данон с гранатом, вес 670 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870006421361 4870005730679,"Молоко Зенченко(Родина) 3,2%-0,9 л","Молоко Зенченко 3,2% 0,9 л",Зенченко,"Молоко Зенченко с жирностью 3,2%, объем 0,9 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4870006420807,Сметана Зенченко 20%-400гр,Сметана Зенченко 20%-400гр,Зенченко,"Сметана Зенченко с жирностью 20%, вес 400 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,2500000000119,"Молоко Родина 3,2%-1 л","Молоко Родина 3,2% 1 л",Родина,"Молоко Родина с жирностью 3,2%, объем 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,487005730570 4870005730570,Кисломол-й продукт Снежок 1 л 2%,Кисломолочный продукт Снежок 1 л 2%,Снежок,Кисломолочный продукт с низким содержанием жира.,high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870005730648,"Масло Родина Сливочные 200гр 72,5% жирности","Масло Родина Сливочные 200гр 72,5% жирности",Родина,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4870132001345,Сметана Эмиль 15% 200гр,Сметана Эмиль 15% 200гр,Эмиль,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4607004890574,Сыр Блочки Сливочный Hohland 50гр,Сыр Блочки Сливочный Hohland 50гр,Hohland,Сливочный сыр в удобной упаковке.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4607004893094,Сыр плавленый Hohland Чизбургер 185гр,Сыр плавленый Hohland Чизбургер 185гр,Hohland,Плавленый сыр с вкусом чизбургера.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4607004892967,Сыр плавленый Hohland ветчина ассорти140гр,Сыр плавленый Hohland ветчина ассорти140гр,Hohland,Плавленый сыр с ветчиной и ассорти.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4607004892103,Сыр плавленый Hohland Швейцарский 200гр,Сыр плавленый Hohland Швейцарский 200гр,Hohland,Плавленый сыр с швейцарским вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4607004891397,Сыр творожен Hohland с зеленью 140гр,Сыр творожен Hohland с зеленью 140гр,Hohland,Творожный сыр с добавлением зелени.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,2500304260011,Курт Домашний майлы Айжан ИП,Курт домашний майлы Айжан,Айжан,Домашний курт с уникальным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,2500307640018,"Творог Крестьянский 4% 0,200 кг Натеже.","Творог Крестьянский 4% 0,200 кг Натеже.",,Крестьянский творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870210770682,"Йогурт (Чернослив) 0,45 л 1,5% Село Лесное.","Йогурт чернослив 0,45 л 1,5% Село Лесное",,Йогурт с черносливом и низким содержанием жира.,high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870064001109,"Кефир 0,93 л 2,5% Село Лесное.","Кефир 0,93 л 2,5% Село Лесное",,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870064001161,Сметана 360 г 20% Село Лесное.,Сметана 360 г 20% Село Лесное,,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870250270074,"Турецкий Айран1,2%-270гр","Турецкий Айран1,2%-270гр",,Турецкий айран с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,2500400150018,Сыр Emir Голандский вес,Сыр Emir голландский вес,Emir,Голландский сыр в нарезке.,high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
0,4600605022221,Растишка творог Лесная-Ягода пломбир 270гр,Растишка творог Лесная-Ягода пломбир 270гр,Растишка,"Творог с ягодным вкусом, подходит для детского питания.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4607161622438,Молоко Шадринское 6%-950 мл,Молоко Шадринское 6% 950 мл,Шадринское,"Молоко с высоким содержанием жира, подходит для приготовления блюд.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
0,4600765025759,"Сливки Чудское озеро 22%-0,5 л","Сливки Чудское озеро 22% 0,5 л",Чудское озеро,"Сливки с высоким содержанием жира, идеально для кофе и десертов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4811277012803,Сыр KarKara Сметанковый особый 45%-200гр,Сыр KarKara Сметанковый особый 45%-200гр,KarKara,"Сыр с высоким содержанием жира, отлично подходит для бутербродов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870132003660,"Молоко Айс Плюс мдж-2,5%-1 л","Молоко Айс Плюс 2,5% 1 л",Айс Плюс,"Молоко с низким содержанием жира, подходит для ежедневного употребления.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870144744063,Молоко сгущен Ак Булак 12%- 360гр жб,Молоко сгущен Ак Булак 12%- 360гр жб,Ак Булак,"Сгущенное молоко с добавлением сахара, отлично для чая и кофе.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870144745725,"Молоко сгущен ГОСТ 8,5%- 250гр дп","Молоко сгущен ГОСТ 8,5%- 250гр дп",,"Сгущенное молоко по ГОСТу, подходит для выпечки и десертов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870238600657,Молоко сгущен Лакомка-250гр дп,Молоко сгущен Лакомка-250гр дп,Лакомка,"Сгущенное молоко с сахаром, идеально для сладких блюд.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870210771535,"Йогурт (Клубника) 0,930 л 1,5% Село Лесное.","Йогурт (Клубника) 0,930 л 1,5% Село Лесное.",Село Лесное,"Йогурт с клубничным вкусом, подходит для завтрака.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870210771856,"Йогурт Ананас-Апельсин 0,5 л 1,5% Село Лесное.","Йогурт Ананас Апельсин 0,5 л 1,5% Село Лесное",Село Лесное,"Йогурт с ананасово-апельсиновым вкусом, освежающий напиток.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4607004890673,Сыр творожен Almete сливочный 150гр,Сыр творожен Almete сливочный 150гр,Almete,"Сливочный творожный сыр, отлично подходит для намазки.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870210771528,"БиоРяженка 0,93 л 3,2% Село Лесное.","БиоРяженка 0,93 л 3,2% Село Лесное",Село Лесное,"Био-ряженка с низким содержанием жира, полезный напиток.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870207313298,"Питьевой йогурт Абрикос 2% 0,9 кг","Питьевой йогурт Абрикос 2% 0,9 кг",,"Питьевой йогурт с абрикосовым вкусом, удобен для перекуса.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870144748290,Масло Петропавловское облегчен 60%-180гр,Масло Петропавловское облегчен 60%-180гр,Петропавловское,"Облегчённое масло с низким содержанием жира, подходит для готовки.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4607004891717,Сыр творожен Hohland с зеленью 220гр,Сыр творожен Hohland с зеленью 220гр,Hohland,"Творожный сыр с зеленью, отлично подходит для закусок.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4811277012834,Номад Сыр Голландский особый мдж 45% фас.200 г.,Сыр Голландский особый 45% 200 г,Номад,Голландский сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4607178791264,"Йогурт слив 100 г ( клубника абрикос манго) 4,5%","Йогурт сливочный 100 г (клубника, абрикос, манго) 4,5%",,Сливочный йогурт с фруктовыми вкусами.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
0,4870207561828,Курт соленый 30 г. ( Viakom),Курт соленый 30 г,,Соленый курт в удобной упаковке.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4631171364323 4603745114047,"Кымыз Бал 0,5 л с/б","Кымыз Бал 0,5 л",,"Кымыз с добавлением меда в бутылке 0,5 л.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870007492292,"Сыр плавленный ""Сливочный"" 200 г","Сыр плавленный ""Сливочный"" 200 г",,Плавленный сыр с кремовым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4870007491820,"Масло ""Элитное "" 0,18 72,5%","Масло ""Элитное"" 0,18 л 72,5%",,Элитное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
0,4680019568294,"Напиток овсян NEMOLOKO витамин В2-0,2 л","Напиток овсяный NEMOLOKO с витамином В2 0,2 л",NEMOLOKO,Овсяный напиток с добавлением витаминов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870144003191,Молоко ДЕП ультра топленое 6%-500гр,Молоко ДЕП ультра топленое 6%-500гр,ДЕП,Ультратопленое молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870144003689,"Молоко сгущеное ДЕП 8,5%-600гр","Молоко сгущеное ДЕП 8,5%-600гр",ДЕП,Сгущенное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870005359467,"Йогурт питьевой Эмиль Земляника1,5% пэт бут 310 г","Йогурт питьевой Эмиль Земляника 1,5% 310 г",Эмиль,Питьевой йогурт со вкусом земляники.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4810268055423,Pan Smetankoфф Сыр 300 г Сметанковый мдж 50% фасовка.,Pan Smetankoфф Сыр 300 г Сметанковый мдж 50% фасовка.,Pan Smetankoфф,Сметанковый сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
0,4870210771801,"Йогурт Вишня-черешня 3,2%-130гр Село Лесное.","Йогурт Вишня-черешня 3,2%-130гр Село Лесное.",Село Лесное,Йогурт с вкусом вишни и черешни.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4607037121584,Сыр плав. Президент 150 г 45% Моцарелла,Сыр плавленный Президент 150 г 45% Моцарелла,Президент,Плавленный сыр Моцарелла с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4870207315087,"БИО С Фисташки 3,2% 1 л","БИО С фисташками 3,2% 1 л",,Биопродукт с фисташками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4607037120044,Сыр плав. Президент 200 г 45% с грибами ванна.,Сыр плавленный Президент 200 г 45% с грибами,Президент,Плавленный сыр с грибами и высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
0,4600605031865,"Молоко Шадринское 7,1%-500 мл","Молоко Шадринское 7,1% 500 мл",Шадринское,"Пастеризованное молоко с жирностью 7,1%. Удобная упаковка 500 мл.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
0,4870144746616,Молоко сгущен Петропавловское 250гр д.п,Молоко сгущен Петропавловское 250гр д.п,Петропавловское,"Сгущенное молоко с сахаром, 250 г.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
0,4680019562018,Напиток овсян NEMOLOKO классич В2 1 л,Напиток овсяный NEMOLOKO классический 1 л,NEMOLOKO,"Классический овсяный напиток, 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
0,4870144745350,Молоко сгущен Буренка 12%- 360гр жб,Молоко сгущен Буренка 12%- 360гр жб,Буренка,"Сгущенное молоко с сахаром, 360 г, жирность 12%.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
