global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
104,"Сливки Президент 11% 0,50 г",4601662006476,pcs,1220.00,Сливки с содержанием жира 11%.,BAR_DAIRY,Президент,
109,Каймак Домашний 340 г,2500204520017,pcs,1365.00,"Каймак с домашним вкусом, 340 г.",BAR_DAIRY,Домашний,
114,Сметана домашняя 285 г,4870001029487,pcs,1140.00,"Домашняя сметана, 285 г.",BAR_DAIRY,Султан-Ата,
119,Молоко Новый день 6% 1 лТетрапак с крышка.,4870004711969,pcs,750.00,"Молоко с содержанием жира 6%, 1 л.",BAR_DAIRY,Новый день,
124,"Молоко Просто 3,2%",4870004711525,pcs,625.00,"Молоко с содержанием жира 3,2%.",BAR_DAIRY,Просто,
129,Сырок творожный глазированный Крем-Брюле Солёная карамель 15% 40 г,4810073009154,pcs,265.00,"Глазированный творожный сырок с соленой карамелью, 15% жира, 40 г.",BAR_DAIRY,МДЖ,
134,Сырок творожный глазированный на венской вафле Малина 23% 65 г,4810073009093,pcs,515.00,"Глазированный творожный сырок с малиной на венской вафле, 23% жира, 65 г.",BAR_DAIRY,МДЖ,
139,"Биойогурт малина со злаками 1,5% 450 г",4870005358965,pcs,575.00,"Биойогурт с малиной и злаками, 1,5% жира, 450 г.",BAR_DAIRY,,
144,"Йогурт ложковый Эмиль малина 2,5% 275 г",4870005359351,pcs,510.00,"Ложковый йогурт с малиной, 2,5% жира, 275 г.",BAR_DAIRY,Эмиль,
149,"Кефир 2,5% 900 г",4870005358996,pcs,770.00,"Кефир с содержанием жира 2,5%, 900 г.",BAR_DAIRY,,
154,"Ряженка 2,5% 900 г",4870005359016,pcs,790.00,Кисломолочный продукт в упаковке пюрпак.,BAR_DAIRY,,
159,"Снежок, 2,5%, Эмиль пюрпак, 450 г.",4870005359023,pcs,570.00,Кисломолочный продукт в упаковке пюрпак.,BAR_DAIRY,Эмиль,
164,"Творожная масса с ванилином 4,5% 180 г",4870005352840,pcs,585.00,Творожная масса с добавлением ванилина.,BAR_DAIRY,,
169,Творожный десерт клубника 10% 165 г,4870005359344,pcs,515.00,Десерт на основе творога со вкусом клубники.,BAR_DAIRY,,
174,"Молоко Мое 2,5% 0,95 л",4870001154462,pcs,725.00,Пастеризованное молоко.,BAR_DAIRY,Мое,
179,"кефир 2,5%, 1 кг. ф\п Натиже",4870003751065,pcs,,Кисломолочный продукт.,BAR_DAIRY,,
184,"Молоко 3,2% 0,9 л ф/п Кокшетау Натиже",4870003750983,pcs,,Пастеризованное молоко.,BAR_DAIRY,Кокшетау,
189,"MIO-E с вит. Злаки-Отруби 1,5% 0,45 кг",4870003750808,pcs,,Кисломолочный продукт с добавлением витаминов и злаков.,BAR_DAIRY,Натиже,
194,"Живой йогурт со вкусом малины 1,5% 0,9 кг",4870003752604,pcs,640.00,Йогурт с пробиотиками и малиновым вкусом.,BAR_DAIRY,Натиже,
199,"Нарине-л 1,5% 0,45 кг",4870003751089,pcs,,Кисломолочный продукт с пробиотиками.,BAR_DAIRY,Натиже,
204,Сметана 15% 360 г,4870003750259,pcs,655.00,Кисломолочный продукт с высоким содержанием жира.,BAR_DAIRY,Натиже,
209,"Творог ""Крестьянский"" 4% 200 г",4870003750556,pcs,575.00,Творог с низким содержанием жира.,BAR_DAIRY,Крестьянский,
214,"Творожная масса Протейн+ Персик-Маракуя 1,5% 140 г",4870003751386,pcs,,Творожная масса с добавлением персика и маракуйи.,BAR_DAIRY,,
219,"Завтрак с овсянкой, медом и пробиотиками 2,5% 0,14 кг",4870003751768,pcs,385.00,Завтрак с овсянкой и пробиотиками.,BAR_DAIRY,Натиже,
224,"Йогурт греческий 6% 0,14 кг",4870003752512,pcs,345.00,Греческий йогурт с высоким содержанием жира.,BAR_DAIRY,Натиже,
229,Сыр плавленый Итальянский 140гр. п/ст Натиже,4870003751713,pcs,,Плавленый сыр с итальянским вкусом.,BAR_DAIRY,Натиже,
234,Сливочное масло 500 г,4870003753007,pcs,,Сливочное масло для приготовления и выпечки.,BAR_DAIRY,Натиже,
239,Сливочное масло 250 г,4870246170012,pcs,,Сливочное масло для кулинарии.,BAR_DAIRY,Натиже,
244,Йогурт Активиа 120 г с мюсли,4870206411667 4870206415535,pcs,260.00,Йогурт с мюсли для здорового завтрака.,BAR_DAIRY,Активиа,
249,Йогурт Активиа 270 г Земляника-Клубника,4870206411612,pcs,510.00,Йогурт с земляникой и клубникой.,BAR_DAIRY,Активиа,
254,Йогурт Активиа 670 г Клубника-Земляника,4870206411735,pcs,930.00,Клубничный йогурт с земляникой.,BAR_DAIRY,Активиа,
259,Актимель 95 г Клубничный,8696368202556,pcs,310.00,Клубничный напиток для активного образа жизни.,BAR_DAIRY,Актимель,
264,Актимель КИДС малиновое мороженое,8696368202655,pcs,310.00,Напиток для детей с малиновым вкусом.,BAR_DAIRY,Актимель,
269,Растишка коктейль 210 г ваниль,4600605026878,pcs,450.00,Коктейль с ванильным вкусом для детей.,BAR_DAIRY,,
274,Сырок клубничный 40 г 20%,4600605028834,pcs,465.00,Клубничный сырок с 20% жирности.,BAR_DAIRY,,
279,Йогурт Данон 670 г Малина,4870206415375,pcs,770.00,Малиновый йогурт для всей семьи.,BAR_DAIRY,Данон,
284,"Молоко ШД 300 г 7,1%",4810108009876,pcs,900.00,Молоко с высоким содержанием жира.,BAR_DAIRY,,
289,Сметана Зенченко 20%-200гр,4870006420074,pcs,420.00,Сметана с 20% жирности.,BAR_DAIRY,Зенченко,
294,"Сыр рассольный Брынза Президент 0,25 кг. 45%.",8606002116156,pcs,1805.00,Сыр брынза с высоким содержанием жира.,BAR_DAIRY,Президент,
299,Творог Родина со сливками 300гр 5%,4870005730167,pcs,465.00,Творог со сливками для нежного вкуса.,BAR_DAIRY,Родина,
304,"Сметана ""Родина"" 400гр- 30%",4870005730051,pcs,820.00,Сметана с высоким содержанием жира.,BAR_DAIRY,Родина,
309,"Айран турецкий 1,2% 260 мл Эмиль",4870132003592,pcs,255.00,Турецкий айран с низким содержанием жира.,BAR_DAIRY,Эмиль,
314,Сыр Блочки Сливочный Hohland 100гр,4607004890208,pcs,635.00,Сливочный сыр в удобной упаковке.,BAR_DAIRY,Hohland,
319,Сыр плавленый Hohland Сэндвич 150гр,4607004890093,pcs,1190.00,Плавленый сыр для сэндвичей.,BAR_DAIRY,Hohland,
324,Сыр плавленый Hohland сырное 140гр,4607004892936,pcs,980.00,Плавленый сыр с сырным вкусом.,BAR_DAIRY,Hohland,
329,Сыр плавленый Hohland Сливочный 200гр,4607004890147,pcs,1775.00,Сливочный плавленый сыр.,BAR_DAIRY,Hohland,
334,Сыр Hohland Сливочный творожен 220гр,4607004891694,pcs,1775.00,Сливочный творожный сыр.,BAR_DAIRY,Hohland,
339,Курт Золото Тюрков 50гр,769503777733,pcs,640.00,Курт с высоким содержанием белка.,BAR_DAIRY,Тюрков,
344,"Айран турецкий 1,4% 0,25 кг Натеже.",4870235430028,pcs,200.00,Турецкий айран с низким содержанием жира.,BAR_DAIRY,Натеже,
349,"Йогурт (Лесная ягода) 0,45 л 1,5% Село Лесное.",4870210770620,pcs,465.00,Йогурт с ягодным вкусом.,BAR_DAIRY,Село Лесное,
354,"Кефир 0,93 л 1% Село Лесное.",4870064001093,pcs,545.00,Кефир с низким содержанием жира.,BAR_DAIRY,Село Лесное,
359,Сметана 180 г 20% Село Лесное,4870064001154,pcs,470.00,Сметана с высоким содержанием жира.,BAR_DAIRY,Село Лесное,
364,"Тан классический 1,5 л ПЭТ.",4870052003214,pcs,585.00,,BAR_DAIRY,,
369,Сыр Emir Сметанковый вес,2500400140019,kg,2800.00,Сметанковый сыр в весовой упаковке.,BAR_DAIRY,Emir,
374,Растишка творог Клубника-Банан пломбир 270гр,4600605022023,pcs,930.00,,BAR_DAIRY,,
379,Сметана Простаквашино 20% 300гр,4600605029268,pcs,1125.00,Сметана с жирностью 20%.,BAR_DAIRY,,
384,"Сливки Чудское озеро 20% 0,2 л",4600765026008 4607021593717,pcs,790.00,Сливки с жирностью 20%.,BAR_DAIRY,Чудское озеро,
389,Сыр KarKara Российский особый 45%-200гр,4811277012827,pcs,1345.00,Российский сыр с жирностью 45%.,BAR_DAIRY,KarKara,
394,"Сырок Глазировный Ванильное 26%,-36гр",4820000950374,pcs,325.00,Глазировной сырок с ванильным вкусом и жирностью 26%.,BAR_DAIRY,,
399,"Молоко сгущен Буренка 8,5%- 380гр жб",4870144740393,pcs,585.00,"Сгущенное молоко с жирностью 8,5%.",BAR_DAIRY,Буренка,
404,"Молоко сгущен Буренка 8,5%- 250гр д.п",4870144745732,pcs,500.00,"Сгущенное молоко с жирностью 8,5%.",BAR_DAIRY,Буренка,
409,"Молоко MilokoBo 7,5%-500млТВА",4870144740317,pcs,605.00,"Молоко с жирностью 7,5%.",BAR_DAIRY,MilokoBo,
414,"Молоко Петропавловское 3,2% 0,9 л",4870144749945,pcs,580.00,"Молоко с жирностью 3,2%.",BAR_DAIRY,Петропавловское,
419,"Йогурт Карамель-Груша 0,5 л 1,5% Село Лесное",4870210771870,pcs,435.00,"Йогурт с карамельным и грушевым вкусом, жирность 1,5%.",BAR_DAIRY,Село Лесное,
424,Сыр плавленый Hohland Фетакса 400гр,4607004892615,pcs,3000.00,Плавленый сыр Фетакса.,BAR_DAIRY,Hohland,
429,"БиоКефир 0,93 л 2,5% Село Лесное",4870210771511,pcs,555.00,"Биокефир с жирностью 2,5%.",BAR_DAIRY,Село Лесное,
434,"Био с персиком 2,9% 0,45 кг",4870207314271,pcs,445.00,"Биопродукт с персиковым вкусом и жирностью 2,9%.",BAR_DAIRY,,
439,Курт Кокшетау вак 30гр,4870212680637,pcs,290.00,Курт из Кокшетау.,BAR_DAIRY,,
444,Чечил Продукт Балык охотничий копченый 50 г,4610043821577,pcs,855.00,Копченый балык Чечил Продукт.,BAR_DAIRY,Чечил Продукт,
449,Сыр Pan Smetankoфф 200 г с ароматом топленого молока 45%,4810268055409,pcs,1250.00,Сыр с ароматом топленого молока и жирностью 45%.,BAR_DAIRY,Pan Smetankoфф,
454,Сливки питьевые 10% 20 шт,4607178790090,pcs,550.00,Сливки для кофе и кулинарии.,BAR_DAIRY,,
459,Сыр творожный Виолетта 140 г 70%,4600493811006,pcs,1010.00,Творожный сыр с высоким содержанием жира.,BAR_DAIRY,Виолетта,
464,"Сгущенный сывороточный продукт с сахаром 8,5% 380 г",4870035003330,pcs,530.00,"Сгущенный продукт с сахаром, идеален для десертов.",BAR_DAIRY,,
469,Сыр плавленный с грибами 200 г,4870007492339,pcs,755.00,"Плавленный сыр с грибами, отлично подходит для бутербродов.",BAR_DAIRY,,
474,"Масло Крестьянское 0,18 кг 72,5%",4870007490038,pcs,870.00,Крестьянское масло с высоким содержанием жира.,BAR_DAIRY,,
479,"Напиток овсяный NEMOLOKO ванильный 0,2 л",4680019568324,pcs,290.00,Овсяный напиток с ванильным вкусом.,BAR_DAIRY,NEMOLOKO,
484,Напиток рисовый NEMOLOKO классический 1 л,4680019563442,pcs,1150.00,"Рисовый напиток, подходит для веганов.",BAR_DAIRY,NEMOLOKO,
489,"Молоко сгущеное ДЕП 8,5%-700гр",4870144002491,pcs,1715.00,Сгущенное молоко с высоким содержанием жира.,BAR_DAIRY,ДЕП,
494,"Молочн коктейль ДЕП Шоколад1,8%-500гр",4870144005430,pcs,600.00,Молочный коктейль с шоколадным вкусом.,BAR_DAIRY,ДЕП,
499,Сыр Pan Smetankoфф Голландский 300 г 50%,4810268055430,pcs,1775.00,Голландский сыр с высоким содержанием жира.,BAR_DAIRY,Pan Smetankoфф,
504,"Йогурт Клубника 3,2%-130гр Село Лесное.",4870210771795,pcs,240.00,Клубничный йогурт с низким содержанием жира.,BAR_DAIRY,Село Лесное,
509,Сыр плавленный Президент 150 г 45% с грибами,4607037121621,pcs,885.00,"Плавленный сыр с грибами, идеален для закусок.",BAR_DAIRY,Президент,
514,"БИО с карамелью 3,2% 0,9 л",4870207314240,pcs,715.00,Биопродукт с карамельным вкусом.,BAR_DAIRY,,
519,Сыр плавленный Президент 200 г 45% с Мааздамом,4607037121201,pcs,1235.00,Плавленный сыр с вкусом Мааздам.,BAR_DAIRY,Президент,
524,Курт соленый Эмиль,4870207561033,pcs,335.00,"Соленый курт, традиционный молочный продукт.",BAR_DAIRY,Эмиль,
529,"Молоко сгущен Буренка 8,5%- 460гр б.п",4870144748511,pcs,860.00,Сгущенное молоко с высоким содержанием жира.,BAR_DAIRY,Буренка,
534,Напиток овсяный NEMOLOKO классический лайт обогащенный витаминами и минералами 1 л,4680019560892,pcs,1075.00,Овсяный напиток с витаминами и минералами.,BAR_DAIRY,NEMOLOKO,
539,"Молоко сгущен Керемет 8,5%- 330гр жб",4870144745695,pcs,520.00,Сгущенное молоко с высоким содержанием жира.,BAR_DAIRY,Керемет,
544,Сыр плавленый Президент 150 г 45% Мааздам,4607037121645,pcs,1030.00,Плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Президент,
549,Растишка 90 г персик,4600605023891,pcs,295.00,Детский йогурт с вкусом персика.,BAR_DAIRY,Растишка,
554,Сырок творожный глазированный Трюфель 23% 65 г,4871007300725,pcs,515.00,Глазированный творожный сырок с вкусом трюфеля.,BAR_DAIRY,,
559,Концентрированное молоко Петропавловское 10% 500 мл,4870144748818,pcs,715.00,Концентрированное молоко с низким содержанием жира.,BAR_DAIRY,Петропавловское,
564,"Творог домашний рассыпчатый Президент 0,1% 0,9 кг",4870207312642,pcs,1695.00,Рассыпчатый творог с низким содержанием жира.,BAR_DAIRY,Президент,
569,Сырок FOOD вареная сгущенка 36гр,4870055008216,pcs,270.00,Сырок с вареной сгущенкой.,BAR_DAIRY,FOOD,
574,Живой йогурт Персик-Ваниль 2% 280 г,4870207314370,pcs,400.00,Йогурт с вкусом персика и ванили.,BAR_DAIRY,,
579,Сыр Mozzarrella Galbani 125гр,8000430133035,pcs,680.00,Итальянский сыр Моцарелла.,BAR_DAIRY,Galbani,
584,Сыр дружба 100гр,4870004710177,pcs,390.00,Плавленый сыр с нежным вкусом.,BAR_DAIRY,Дружба,
589,Сыр плавленый Hohland ветчина 150гр,4607004890062,pcs,835.00,Плавленый сыр с ветчиной.,BAR_DAIRY,Hohland,
594,Масло Новый день сливочное 82%- 200гр,4870004701090,kg,1100.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Новый день,
599,Кокосовое молоко Chaokoh на основе кокосовой мякоти и кокосовой воды 250 мл.,8850813120226,pcs,985.00,Кокосовое молоко на основе мякоти и воды.,BAR_DAIRY,Chaokoh,
604,Курт ромашка копчёный 30 г,4870200400247,pcs,175.00,"Копчёный курт с ромашкой, 30 г.",BAR_DAIRY,,
609,Каймак домашний 485 г,2500603810016,pcs,2015.00,"Домашний каймак, 485 г.",BAR_DAIRY,Айжан,
614,Сыр Гудовский косичка молочный 100 г,4627140960382,pcs,595.00,"Молочный сыр в виде косички, 100 г.",BAR_DAIRY,Гудовский,
619,"Творог домашний рассыпчатый 5% 0,35 кг",4870207313441,pcs,870.00,"Домашний рассыпчатый творог, 5%, 0,35 кг.",BAR_DAIRY,Президент,
624,"Молоко 0,93 л 2,5% Село Лесное",4870064001079,pcs,555.00,"Молоко, 0,93 л, 2,5%.",BAR_DAIRY,Село Лесное,
629,"Крестьянское Особое 72,5% 180гр (эколин синий)",4870001422240,pcs,570.00,"Крестьянское масло, 72,5%, 180 г.",BAR_DAIRY,,
634,"Коктейль Молочный ""ТОП ШЕЙК"" мдж 2% клубника ПЭТ 450гр",4810268055560,pcs,760.00,"Молочный коктейль с клубникой, 2%, 450 г.",BAR_DAIRY,,
639,"Сыр полутв.""Брест-Литовск с ароматом топленого молока"" мдж 45% 200гр",4810268049699,pcs,1435.00,"Полутвёрдый сыр с ароматом топлёного молока, 45%, 200 г.",BAR_DAIRY,Брест-Литовск,
644,"Сыр полутв.""Брест-Литовск сливочный"" мдж 50% 200гр",4810268033285,pcs,1435.00,"Сливочный полутвёрдый сыр, 50%, 200 г.",BAR_DAIRY,Брест-Литовск,
649,"Молоко Гормолзавод 2,5% 1 л",4870212681429,pcs,390.00,"Молоко, 2,5%, 1 л.",BAR_DAIRY,Гормолзавод,
654,Кокосовое молоко Chaokoh 1000 мл,8850367100026,pcs,2645.00,"Кокосовое молоко, 1000 мл.",BAR_DAIRY,Chaokoh,
659,Творожный сыр с лесными грибами 140 г,4607004891793,pcs,1060.00,"Творожный сыр с лесными грибами, 140 г.",BAR_DAIRY,,
664,"Сырок с какао, АЙС 50гр",4870005531887,pcs,245.00,"Сырок с какао, 50 г.",BAR_DAIRY,АЙС,
669,Сыр в ванночках (400гр) с Грибами HOCHLAND,4607004890192,pcs,2195.00,"Сыр в ванночках с грибами, 400 г.",BAR_DAIRY,HOCHLAND,
674,"Коктейль Чуда Ваниль 950 г 5,0%",4607014827645,pcs,1250.00,"Коктейль с ванильным вкусом, 950 г, 5,0%.",BAR_DAIRY,Чуда,
679,Йогурт Нежный 5% с соком клубники 100 г,4605627011192,pcs,240.00,Нежный йогурт с клубничным соком.,BAR_DAIRY,,
684,"Йогурт Нежный 0,1% с соком абрикоса и манго 285гр.",4605627008208,pcs,490.00,Нежный йогурт с соком абрикоса и манго.,BAR_DAIRY,,
689,"Fruttis 2,5% с малиной и черникой 175 г",4605627007904,pcs,740.00,Йогурт с малиной и черникой.,BAR_DAIRY,Fruttis,
694,Сыр Полутвердый Белебей 45% 190 г,4607070735809,pcs,1145.00,Полутвердый сыр с жирностью 45%.,BAR_DAIRY,Белебей,
699,"Покровка м.д.ж. 82,5% 180гр",4870001422783,pcs,535.00,"Масло с жирностью 82,5%.",BAR_DAIRY,Покровка,
704,"Коктейль Молочный ""ТОП ШЕЙК"" мдж 1% Карамельный раф ПЭТ 450гр",4810268055836,pcs,760.00,Молочный коктейль с карамельным вкусом.,BAR_DAIRY,ТОП ШЕЙК,
709,"Сыр полутв.""Брест-Литовск классический"" мдж 45% 200гр",4810268033261,pcs,1435.00,Полутвердый сыр классический с жирностью 45%.,BAR_DAIRY,Брест-Литовск,
714,"Белгийский вафли ""Шоколадный крем"" 75гр",4870004454231,pcs,255.00,Вафли с шоколадным кремом.,BAR_DAIRY,,
719,"Орешки 0,3 кг",745314918749,pcs,2120.00,"Смешанные орешки в упаковке 0,3 кг.",BAR_DAIRY,,
724,"Масло сливочное растительное Крестьянское 82,5% домашнее",4870144745435,pcs,380.00,"Сливочное масло с растительными добавками, 82,5% жирности.",BAR_DAIRY,Крестьянское,
729,КУРТ Домашний,4870211550665,kg,7610.00,Домашний курт.,BAR_DAIRY,,
734,"Йогурт Услада 1,2% с соком персика 95гр.",4605627012014,pcs,170.00,Йогурт с соком персика.,BAR_DAIRY,Услада,
739,Сыр творожен Almete Легкий 150гр,4607004892721,pcs,1215.00,Творожный сыр легкий.,BAR_DAIRY,Almete,
744,Суташ чечил классический 80гр,4700027280176,pcs,665.00,Чечил классический в упаковке 80 г.,BAR_DAIRY,,
749,"Десертная творожная масса 180гр сладкая ""Лесные ягоды"" 20%",4870001423155,pcs,1320.00,Творожная масса с ягодами.,BAR_DAIRY,,
754,"Паста творожная десертная ""Черника"" мдж 3,5% 120гр",4810268023323,pcs,410.00,"Десертная паста с черникой, 3,5% жирности.",BAR_DAIRY,,
759,"Сыр творожный ""Свежа"" с авокадо мдж 60% 150гр",4810268056468,pcs,990.00,"Творожный сыр с авокадо, 60% жирности.",BAR_DAIRY,Свежа,
764,"Alpenland Питьев КлубПерсМанг 2,5% 95гр",4606779667800,pcs,180.00,"Питьевой йогурт с клубникой, персиком и манго, 2,5% жирности.",BAR_DAIRY,Alpenland,
769,Арахис Соленый 80гр,4870213710364,pcs,425.00,"Соленый арахис, 80 г.",BAR_DAIRY,,
774,"Молоко для капучино Айналайын 2,5% 1 л",4870003433336,pcs,890.00,"Молоко для капучино, 2,5% жирности.",BAR_DAIRY,Айналайын,
779,"Фруктовый йогурт Клубника 2,5% 115 г",4690228106095,pcs,210.00,"Фруктовый йогурт с клубникой, 2,5% жирности.",BAR_DAIRY,,
784,"Эрмигурт Питьев персик-марак 1,2% 290гр",4606779682506,pcs,555.00,"Питьевой йогурт с персиком и маракуйей, 1,2% жирности.",BAR_DAIRY,Эрмигурт,
789,"Йогурт Нежный 0,1% с соком клубники 95гр.",4605627008024,pcs,165.00,"Нежный йогурт с соком клубники, 0,1% жирности.",BAR_DAIRY,,
794,Тим Курт 30гр,4870242900408,kg,450.00,"Снеки Тим Курт, 30 г.",BAR_DAIRY,,
799,Рыбная Соломка солено-сушеная 100гр,4873720048326,pcs,875.00,"Соленая и сушеная рыбная соломка, 100 г.",BAR_DAIRY,,
804,Mr.Ricco Майонез 67% с яйцом 400 мл,4604075031769,pcs,715.00,"Майонез с яйцом, 67% жирности.",BAR_DAIRY,Mr.Ricco,
809,Напиток кисломолоч. обезжир с выс содерж белка ХАЙ-ПРО Какус-миндаль 250гр,4811258001246,pcs,1100.00,"Кисломолочный напиток с высоким содержанием белка, 250 г.",BAR_DAIRY,ХАЙ-ПРО,
814,"Живой йогурт клубника 1,5% 0,300гр",4870055001750,pcs,470.00,"Живой йогурт с клубникой, 1,5% жирности.",BAR_DAIRY,,
819,"Питьевой йогурт Эрмигурт Клубника-Киви 1,2% 290 г",4606779682308,pcs,565.00,"Питьевой йогурт с клубникой и киви, 1,2% жирности.",BAR_DAIRY,Эрмигурт,
824,"Соус дой-пак ""Mr.Ricco Грибной"" 210гр",4604075016810,pcs,625.00,"Грибной соус, 210 г.",BAR_DAIRY,Mr.Ricco,
829,"Йогурт Альпенланд Клубника/Персик/Маракуйя 0,3% 95 г",4606779450501,pcs,180.00,Нежный йогурт с фруктовыми вкусами.,BAR_DAIRY,Альпенланд,
834,Сардина атлантическая натур. с добавлением масла 250 г,4610000620090,pcs,600.00,Консервированная сардина в масле.,BAR_DAIRY,,
839,"Йогурт сливочный 100 г Малина/Персик-Маракуйя 4,5%",4607178790311,pcs,225.00,Сливочный йогурт с ягодными вкусами.,BAR_DAIRY,,
844,Сыр плавленый Дружба 200 г 45%,4600493964139,pcs,1005.00,Плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Дружба,
849,"Молоко Айналайын 2,5% 1 л",4870003431646,pcs,845.00,Пастеризованное молоко с низким содержанием жира.,BAR_DAIRY,Айналайын,
854,"Коктейль Эрмигрут Т3 со вкусом шоколада 2,5% 280 г",4606779972607,pcs,535.00,Шоколадный коктейль с низким содержанием жира.,BAR_DAIRY,Эрмигрут,
859,Данонино Персик/Абрикос 100 г,4870206415382,pcs,230.00,Йогурт с фруктовыми вкусами для детей.,BAR_DAIRY,Данонино,
864,Рыбная Соломка из Жереха 70гр,4873720048067,pcs,930.00,Закуска из рыбы в виде соломки.,BAR_DAIRY,,
869,"Йогурт 0,280 кг Живой Гранат 1%.",4870207314844,pcs,400.00,Нежный йогурт с гранатовым вкусом.,BAR_DAIRY,,
874,Твороженный сыр с сливочный 100гр,4607069985321,pcs,815.00,Сливочный творожный сыр.,BAR_DAIRY,,
879,Сыр Топлин 50% 200 г,2500707060010,pcs,4760.00,Полутвердый сыр с высоким содержанием жира.,BAR_DAIRY,Топлин,
884,Сыр Гауда Экстра твердый Мелодия вкуса 45%-200гр,4870220601037,pcs,1420.00,Твердый сыр с насыщенным вкусом.,BAR_DAIRY,Гауда,
889,Сырок творож глазир с ванилью Снеговичок 20%-40гр,4606450035614,pcs,290.00,Глазированный творожный десерт с ванильным вкусом.,BAR_DAIRY,,
894,Сыр полутвердый Грюнландер Баварский 130гр Hochland,4607004893551,pcs,1940.00,Полутвердый сыр с характерным вкусом.,BAR_DAIRY,Грюнландер,
899,"Курт соленный 12% 0,100 кг.",4870003750266,pcs,1300.00,Соленый творожный продукт.,BAR_DAIRY,,
904,"КИДС Био-С вязкий йогурт Банан 2,5% 0,110гр",4870207315339,pcs,265.00,Вязкий йогурт с банановым вкусом.,BAR_DAIRY,КИДС,
909,Моя Ферма Йогурт натуральный 1 л,7915760942367,pcs,890.00,Натуральный йогурт без добавок.,BAR_DAIRY,Моя Ферма,
914,Накта курт шт,4700008350034,pcs,80.00,,BAR_DAIRY,,
919,"Молокосодержащий продукт с зам.мол.жира м.д.ж. 3,2% ф/п 0,9 л ""Молочная деревня",4870206051405,pcs,365.00,,BAR_DAIRY,,
924,"Сыр полутв.""Брест-Литовск Тильзер"" мдж 35% 200гр",4810268039171,pcs,1435.00,Полутвёрдый сыр с высоким содержанием жира.,BAR_DAIRY,Брест-Литовск,
929,"Йогурт ""Альпенланд"" Клубника/Ананас 7,5% 95 г",4606779970702,pcs,235.00,Йогурт с клубникой и ананасом.,BAR_DAIRY,Альпенланд,
934,Сыр Творожный сливочный мдж не менее 60% 140гр DINASTIYA,4600765001999,pcs,1045.00,Сливочный творожный сыр с высоким содержанием жира.,BAR_DAIRY,DINASTIYA,
