global_row,name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
82,Сыр плавленый Президент с запеченной курицей 45% 400 г,4607037123908,pcs,2115.00,"Плавленый сыр с курицей, идеален для бутербродов.",BAR_DAIRY,Президент,
87,Сыр плавленый Президент 140 г 45% Ветчина,4607037120051,pcs,855.00,"Плавленый сыр с ветчиной, удобный для перекуса.",BAR_DAIRY,Президент,
92,"Молоко сгущенное с сахаром 8,5% 380 г",4870035005778,pcs,925.00,"Сгущенное молоко с сахаром, идеальное для десертов.",BAR_DAIRY,,
97,"Му-у молочный коктейль ФМ Ваниль 2% 0,200 мл",4870207314554,pcs,350.00,Ванильный молочный коктейль с низким содержанием жира.,BAR_DAIRY,,
102,Молочный коктейль ФМ Шоколад 2% 1 л,4870207315063,pcs,965.00,Шоколадный молочный коктейль с низким содержанием жира.,BAR_DAIRY,,
107,"Сыр рассольный Фета Салакис Президент 0,25 кг. 45%.",4606002110291 8606002110291,pcs,2100.00,"Рассольный сыр Фета, отлично подходит для салатов.",BAR_DAIRY,Президент,
112,Курт Домашний Айжан,2500204550014,kg,5500.00,"Домашний курт, традиционный молочный продукт.",BAR_DAIRY,,
117,"Молоко Новый день 1,5% 1 л",4870004711907,pcs,565.00,Цельное молоко с низким содержанием жира.,BAR_DAIRY,,
122,Молоко Новый день 6% 1 л,4870004710818,pcs,690.00,Цельное молоко с высоким содержанием жира.,BAR_DAIRY,,
127,Сырок творожный глазированный 23% 50 г,4602358005582,pcs,480.00,"Глазированный творожный сырок, сладкий и вкусный.",BAR_DAIRY,,
132,Сырок творожный глазированный Kurab'ye 23% 65 г,4810073008454,pcs,515.00,Глазированный творожный сырок с высоким содержанием жира.,BAR_DAIRY,Kurab'ye,
137,Сырок творожный глазированный на вафле Черника 23% 65 г,4810073007235,pcs,515.00,Глазированный творожный сырок с черничным вкусом.,BAR_DAIRY,,
142,"Воздушное суфле Какос-шоколад 2,5% 160 г",4870005359382,pcs,540.00,Легкое воздушное суфле с шоколадом и кокосом.,BAR_DAIRY,,
147,"Йогурт питьевой Эмиль малина 1,5% 900 г",4870005357401,pcs,830.00,Питьевой йогурт с малиновым вкусом.,BAR_DAIRY,Эмиль,
152,"Масло сливочное Крестьянское 72,5% 200 г",4870005350585,kg,5510.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Крестьянское,
157,Сметана 15% 180 г,4870005359214,pcs,615.00,Сметана с низким содержанием жира в удобной упаковке.,BAR_DAIRY,,
162,"Творожная масса клубника 4,5% 180 г",4870005359566,pcs,580.00,Клубничная творожная масса с низким содержанием жира.,BAR_DAIRY,,
167,"Творожная масса с изюмом 4,5% 180 г",4870005352857,pcs,585.00,Творожная масса с изюмом и низким содержанием жира.,BAR_DAIRY,,
172,"Токтамыш 2,5% 450 г",4870005359047,pcs,570.00,Токтамыш с низким содержанием жира.,BAR_DAIRY,,
177,Сыр чечел,2500209230010,pcs,4030.00,Сыр чечел в удобной упаковке.,BAR_DAIRY,,
182,"Айран турецкий 1,4% 0,25 кг KOKSHE milk Натиже",4870003750990,pcs,,Турецкий айран с низким содержанием жира.,BAR_DAIRY,KOKSHE milk,
187,"Йогурт персик-абрикос 1,5%, 0,45 кгНатиже",4870003751331,pcs,,Йогурт с персиком и абрикосом.,BAR_DAIRY,,
192,"MIO-D с вит. чернослив-Орех 1,5% 0,45 кг. Натиже",4870003751096,pcs,,Йогурт с черносливом и орехами.,BAR_DAIRY,,
197,"MIOS смородина - малина - ромашка 1,5% 0.9 кг п/п, шт Натиже",4870003753106,pcs,,Йогурт с ягодами смородины и малины.,BAR_DAIRY,,
202,Сметана 10% 360 г,4870003753243,pcs,,Сметана с низким содержанием жира.,BAR_DAIRY,,
207,Сметана 20% 360 г,4870003751195,pcs,705.00,Сметана с высоким содержанием жира.,BAR_DAIRY,,
212,"Творожная масса с изюмом 4,5% 200 г",4870003751133,pcs,,Творожная масса с изюмом и низким содержанием жира.,BAR_DAIRY,,
217,"Масло ""Крестьянское"" 72,5% 0,250 г Натиже",4870003753304,pcs,,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Крестьянское,
222,"Завтрак обогощенный комплексом витаминов, с овсянкой и сем чиа 2,5% 0,14 кг п/ Натиже",4870003752529,pcs,,Завтрак с овсянкой и семенами чиа.,BAR_DAIRY,,
227,Сыр плавленый Швейцарский 140гр. п/ст Натиже,4870003751690,pcs,,Плавленый сыр с характерным вкусом.,BAR_DAIRY,Натиже,
232,"Сыр полутвердый Моцарелла с грибами 0,25 кг",4870003752598,pcs,,Полутвердый сыр с грибами.,BAR_DAIRY,Натиже,
237,Со сладким кунжутом 500 г,4870003753045,pcs,,Сладкая закуска с кунжутом.,BAR_DAIRY,Натиже,
242,"Живой йогурт со вкусом персик 1,5% 0,9 кг",4870003752611,pcs,640.00,Йогурт с персиковым вкусом и низким содержанием жира.,BAR_DAIRY,Натиже,
247,Активиа Йогурт 120 г чернослив,4870206411650 4870206415559,pcs,275.00,Йогурт с черносливом.,BAR_DAIRY,Активиа,
252,Активиа 270 г Манго-Маракуйя,4870206415122,pcs,510.00,Йогурт с манго и маракуйей.,BAR_DAIRY,Активиа,
257,Активиа 670 г Манго,4870206415313,pcs,930.00,Йогурт с манго.,BAR_DAIRY,Активиа,
262,Актимель 95 г Ягодный микс,8696368202631,pcs,290.00,Напиток с ягодным вкусом.,BAR_DAIRY,Актимель,
267,Данонино 100 г Банан,4870206415405,pcs,220.00,Йогурт с банановым вкусом.,BAR_DAIRY,Данонино,
272,Растишка пюре 85гр яб банан,4600605025994,pcs,380.00,Пюре из яблок и бананов.,BAR_DAIRY,,
277,Данон 270 г Малина,4870206415344,pcs,385.00,Йогурт с малиновым вкусом.,BAR_DAIRY,Данон,
282,Творог десерт 130 г клубника,4600605032497,pcs,350.00,Десертный творог с клубникой.,BAR_DAIRY,,
287,Сметана Зенченко 15%-200гр,4870006420067,pcs,405.00,Сметана с содержанием жира 15%.,BAR_DAIRY,Зенченко,
292,ТворогЗенченко 5%-200гр,4870006420081,pcs,360.00,Творог с содержанием жира 5%.,BAR_DAIRY,Зенченко,
297,"Ряженка Зенченко (Родина) 2,5% 1 л",48700057421347,pcs,520.00,"Ряженка с содержанием жира 2,5%.",BAR_DAIRY,Зенченко,
302,"Сметана ""Родина"" 400гр-15%",4870005730143 4870005730143,pcs,750.00,Сметана с жирностью 15%. Удобная упаковка 400 г.,BAR_DAIRY,Родина,
307,Масло Крестьянское 200 г,487006420128 4870006420128,pcs,1180.00,"Масло сливочное, фасовка 200 г.",BAR_DAIRY,Крестьянское,
312,Сметана Эмиль 20% 200гр,4870132001758,pcs,475.00,Сметана с жирностью 20%. Упаковка 200 г.,BAR_DAIRY,Эмиль,
317,Сыр плавленый Hohland сливочный классич 150гр,4607004892653,pcs,1280.00,"Плавленый сыр сливочный, классический вкус. Упаковка 150 г.",BAR_DAIRY,Hohland,
322,Сыр плавленый Hohland Маасдам150гр,2500303750018 4607004891083,pcs,1180.00,Плавленый сыр Маасдам. Упаковка 150 г.,BAR_DAIRY,Hohland,
327,Сыр плавленый Hohland Сливочный ассорти140гр,4607004892783,pcs,1240.00,Плавленый сыр сливочный ассорти. Упаковка 140 г.,BAR_DAIRY,Hohland,
332,Сыр творожен Hohland сливочный 140гр,4607004891373,pcs,1255.00,Творожный сыр сливочный. Упаковка 140 г.,BAR_DAIRY,Hohland,
337,Масло Гормол сливочное 200гр,4870212681481,kg,1375.00,Сливочное масло. Упаковка 200 г.,BAR_DAIRY,Гормол,
342,Сметана 20% п/стакан 180 г,4870250270081,pcs,700.00,Сметана с жирностью 20%. Упаковка 180 г в пластиковом стакане.,BAR_DAIRY,,
347,"Йогурт Клубника 0,45 л 1,5% Село Лесное",4870210770460,pcs,465.00,"Йогурт с клубникой, жирность 1,5%. Упаковка 0,45 л.",BAR_DAIRY,Село Лесное,
352,"Айран 0,93 л 1,5% Село Лесное",4870210770392,pcs,550.00,"Айран с жирностью 1,5%. Упаковка 0,93 л.",BAR_DAIRY,Село Лесное,
357,Сметана 180 г 15% Село Лесное,4870064001130,pcs,435.00,Сметана с жирностью 15%. Упаковка 180 г.,BAR_DAIRY,Село Лесное,
362,"Тан классический 0,5 л",4870052001944,pcs,345.00,"Классический тан. Упаковка 0,5 л.",BAR_DAIRY,,
367,Сыр Emir Моцарелла вес,2500400120011,kg,3050.00,"Сыр Моцарелла, весовой.",BAR_DAIRY,Emir,
372,Сыр Emir мини Моцарелла 300гр,4870021100203,pcs,1460.00,"Мини Моцарелла, упаковка 300 г.",BAR_DAIRY,Emir,
377,Творог Простаквашино 2% расыпчат 290гр,4811351015942 2501509110019,pcs,1380.00,Натуральный рассыпчатый творог с низким содержанием жира.,BAR_DAIRY,,
382,"Сливки Чудское озеро 33% - 0,2 л",4600765027616,pcs,1300.00,Сливки с высоким содержанием жира для кофе и десертов.,BAR_DAIRY,Чудское озеро,
387,Сыр твороженый Чудское Озеро 150гр,4600765002026,pcs,1045.00,Нежный твороженый сыр для бутербродов и закусок.,BAR_DAIRY,Чудское озеро,
392,Сыр сливочный Мета Астана 50%,2500401640013,kg,2760.00,Сливочный сыр с высоким содержанием жира.,BAR_DAIRY,Мета Астана,
397,"Молоко Айс Плюс топленое 3,2% - 1 л",4870132003684,pcs,750.00,Топленое молоко с высоким содержанием жира.,BAR_DAIRY,Айс Плюс,
402,Молоко конц Петропавловское 15% - 500 мл,4870144749402,pcs,810.00,Концентрированное молоко с высоким содержанием жира.,BAR_DAIRY,Петропавловское,
407,"Молоко MilokoBo 2,5%-1лТВА",4870144749853,pcs,520.00,Молоко с низким содержанием жира.,BAR_DAIRY,MilokoBo,
412,"Молоко Петропавловское 2,5% - 0,9 л",4870144749938,pcs,535.00,Молоко с низким содержанием жира.,BAR_DAIRY,Петропавловское,
417,"Йогурт (Малина) 0,930 л 1,5% Село Лесное.",4870210771566,pcs,690.00,Йогурт с малиновым вкусом и низким содержанием жира.,BAR_DAIRY,Село Лесное,
422,"Снежок 1,5% - 0,5 л Село Лесное",4870210770699,pcs,380.00,Нежный йогурт с низким содержанием жира.,BAR_DAIRY,Село Лесное,
427,Сыр чечел палочки малочн 50гр,792649190388,pcs,505.00,"Сыр в виде палочек, идеален для закусок.",BAR_DAIRY,,
432,"БиоЙогурт Ягодное морожен 0,900 л 1,5% Село Лесное.",4870210771924,pcs,670.00,Йогурт с ягодным вкусом и низким содержанием жира.,BAR_DAIRY,Село Лесное,
437,"Творог Домашний Рассыпчатый Президент 9% 0,200 кг",4870207313984,pcs,655.00,Домашний рассыпчатый творог с высоким содержанием жира.,BAR_DAIRY,Президент,
442,"Кефир 3,2% - 900 мл",4870250270128,pcs,775.00,Кефир с высоким содержанием жира.,BAR_DAIRY,,
447,Pan Smetankoфф Сыр 200 г Сливочный мдж 50% фасовка.,4810268055379,pcs,1435.00,Сыр с высоким содержанием жира.,BAR_DAIRY,,
452,Сыр сметанковый Номад 50% 200 г,4811277012858,pcs,1120.00,Сметанковый сыр с высоким содержанием жира.,BAR_DAIRY,Номад,
457,Сыр творожный Виолетта с зеленью 140 г 70%,4600493813208,pcs,970.00,"Творожный сыр с зеленью, идеален для бутербродов.",BAR_DAIRY,Виолетта,
462,Растишка творог Клубника абрикос 270гр,4600605022238,pcs,1045.00,Творог с клубнично-абрикосовым вкусом.,BAR_DAIRY,Растишка,
467,"Молоко Мое 1,5% 0,95 л",4870001154455,pcs,750.00,Молоко с низким содержанием жира.,BAR_DAIRY,Мое,
472,"Масло Вкусные 72,5% 0,18 кг",4870007491424,pcs,685.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Вкусные,
477,Творожный сыр Альметте с зеленью 150 г,4607004890680,pcs,1160.00,"Творожный сыр с зеленью, отлично подходит для закусок.",BAR_DAIRY,Альметте,
482,"Напиток овсян NEMOLOKO Экзотик 0,2 л",4680019568270,pcs,290.00,Овсяный напиток с экзотическим вкусом.,BAR_DAIRY,NEMOLOKO,
487,Молоко ДЕП ультра 3%-4%-500гр,4870144005355,pcs,520.00,Ультрапастеризованное молоко с низким содержанием жира.,BAR_DAIRY,ДЕП,
492,"Молочн коктейль ДЕП ваниль 1,8%-500гр",4870144005454,pcs,600.00,Ванильный молочный коктейль с низким содержанием жира.,BAR_DAIRY,ДЕП,
497,Сыр чечел Балык ассорти 100гр Мета,4610043821775,pcs,980.00,Ассорти сыров чечел с различными вкусами.,BAR_DAIRY,,
502,"Масло сливочное Эмиль 72,5% 0,18 кг",2500504390013 4870250270166,pcs,1080.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Эмиль,
507,"Творожная масса с черносливом 4,5% 180 г",4870005352895,pcs,580.00,Творожная масса с добавлением чернослива.,BAR_DAIRY,,
512,Сыр плавленый Президент Чизбургер 150 г 45%,4607037122345,pcs,1075.00,Плавленый сыр с вкусом чизбургера.,BAR_DAIRY,Президент,
517,Сыр плавленый Президент Сырная Коллекция 140 г 45%,4607037122604,pcs,1040.00,Плавленый сыр с разнообразными вкусами.,BAR_DAIRY,Президент,
522,Сыр плавленый Президент сливочный 400 г 45%,4607037120839,pcs,2110.00,Сливочный плавленый сыр с высоким содержанием жира.,BAR_DAIRY,Президент,
527,"Кефир Био Батыр 0,9 л",4870210771894,pcs,660.00,"Кефир с пробиотиками, объем 0,9 л.",BAR_DAIRY,Батыр,
532,Чечил Продукт Балык охотничий копченый 70 г,4610043821584,pcs,890.00,"Копченый сыр Чечил, вес 70 г.",BAR_DAIRY,Чечил Продукт,
537,Напиток Миндальный NEMOLOKO с витаминами 1 л,4680019569321,pcs,1760.00,"Миндальный напиток с витаминами, объем 1 л.",BAR_DAIRY,NEMOLOKO,
542,"Сгущенное молоко с сахаром 8,5% 360 г",4870144740171,pcs,765.00,"Сгущенное молоко с сахаром, жирность 8,5%, вес 360 г.",BAR_DAIRY,,
547,Актимель Натуральный 95 г,8696368202570,pcs,290.00,"Йогурт Актимель натуральный, вес 95 г.",BAR_DAIRY,Актимель,
552,Сыр чечел ассорти Балык сочинский 100гр Мета,4610043821737,pcs,1020.00,"Ассорти сыров чечел, вес 100 г.",BAR_DAIRY,Балык,
557,"Масло сливочное 180 г 72,5%",4870210771160,pcs,1210.00,"Сливочное масло, жирность 72,5%, вес 180 г.",BAR_DAIRY,,
562,"Напиток овсяный NEMOLOKO груша 0,2 л",4680019566313,pcs,315.00,"Овсяный напиток с грушей, объем 0,2 л.",BAR_DAIRY,NEMOLOKO,
567,"Творожок Сузбеше Ваниль 0,1 кг",4820096010419,pcs,325.00,"Творожок с ванилью, вес 0,1 кг.",BAR_DAIRY,Сузбеше,
572,Сырок FOOD Лесная ягода 36гр,4870055008209,pcs,270.00,"Сырок с ягодным вкусом, вес 36 г.",BAR_DAIRY,,
577,"Питьевой йогурт Вишня 2% 0,9 кг",4870207313717,pcs,700.00,"Питьевой йогурт с вишней, жирность 2%, объем 0,9 кг.",BAR_DAIRY,,
582,Белебей Сыр Россиский особый мдж 45% фас.190 г.,4607070735694,pcs,1080.00,"Сыр Российский особый, вес 190 г.",BAR_DAIRY,Белебей,
587,"Творог ""Родина"" 200гр 5%",4870005730488,pcs,375.00,"Творог, жирность 5%, вес 200 г.",BAR_DAIRY,Родина,
592,Сливки питьевые Чудское озеро 11%,4600765027227,pcs,1450.00,"Питьевые сливки, жирность 11%.",BAR_DAIRY,Чудское озеро,
597,Сыр плавленый Президент 400 г 45% с ветчиной,4607037120877,pcs,2115.00,"Плавленый сыр с ветчиной, вес 400 г, жирность 45%.",BAR_DAIRY,Президент,
602,Курт молочный 100 г,4870200401022,pcs,490.00,Курт молочный в ведре.,BAR_DAIRY,,
607,"Молоко концентрированное 7,1% 250 мл",4870144741543,pcs,370.00,"Концентрированное молоко с содержанием жира 7,1%.",BAR_DAIRY,,
612,Курт соленый 80 г,4870227350037,pcs,470.00,Соленый курт от Фермы Орда.,BAR_DAIRY,Ферма Орда,
617,"Йогурт питьевой Эмиль вишня-черешня 1,5% 450 г",4870005359276,pcs,555.00,Питьевой йогурт с вишней и черешней.,BAR_DAIRY,Эмиль,
622,Сыр творожный Фетакса 140 г сливочный,4607004893377,pcs,930.00,Сливочный творожный сыр Фетакса.,BAR_DAIRY,Фетакса,
627,Сырок ТМ Номад мяг.сл. глазир. с ароматом ванилина 26% 36гр,4820000950343,pcs,240.00,Мягкий сырок с ароматом ванилина.,BAR_DAIRY,Номад,
632,"Десертная творожная масса 350гр сладкая ""Малина-чиа"" 20%",4870001421977,pcs,980.00,Сладкая творожная масса с малиной и чиа.,BAR_DAIRY,,
637,"Коктейль Молочный ""ТОП ШЕЙК"" мдж 2% пломбир ПЭТ 450гр",4810268051562,pcs,750.00,Молочный коктейль с пломбиром.,BAR_DAIRY,,
642,"Сыр полутв.""Брест-Литовск пошехонский"" мдж 45% 200гр",4810268047213,pcs,1285.00,Полутвердый сыр пошехонский.,BAR_DAIRY,,
647,"Сыр творожный легкий ""Свежа"" мдж 35% 150гр",4810268042393,pcs,825.00,Легкий творожный сыр Свежа.,BAR_DAIRY,Свежа,
652,Иримшик Домашний,2500605640017,kg,3750.00,Домашний иримшик от Айжан.,BAR_DAIRY,Айжан,
657,"Сыр чечел ""Метелка"" копченый 100гр Номад",4610043821324,pcs,1255.00,Копченый сыр чечел Метелка.,BAR_DAIRY,Номад,
662,"Сырок ваниль, АЙС 50гр",4870005531870,pcs,245.00,Ванильный сырок АЙС.,BAR_DAIRY,АЙС,
667,"Сырок ТМ Номад мяг.сл. глазир. с накопителем ""Карамель"" 26% 36гр",4820000950398,pcs,240.00,Мягкий сырок с карамельным вкусом.,BAR_DAIRY,Номад,
672,Масло Гормол Фасованное в фольге 400гр,4870212682051,kg,2635.00,Фасованное масло в фольге.,BAR_DAIRY,Гормол,
677,"Йогурт Нежный 1,2% с соком персика 100 г",4605627000899,pcs,180.00,Нежный йогурт с персиковым соком.,BAR_DAIRY,,
682,"Йогурт Нежный 0,1% с соком клубники 285гр.",4605627008321,pcs,560.00,Нежный йогурт с клубничным соком.,BAR_DAIRY,,
687,Fruttis 5% с малиной и черникой 115 г,4605627007508,pcs,240.00,"Йогурт с малиной, черникой, абрикосом и манго.",BAR_DAIRY,Fruttis,
692,Сыр Брынза вес,2500608530018,kg,4500.00,,BAR_DAIRY,,
697,Талас чечилс перцем 70гр,4700027280190,pcs,645.00,Чечил с перцем.,BAR_DAIRY,Талас,
702,"Десертная творожная масса 350гр сладкая ""Яблоко-банан"" 20%",4870001422011,pcs,985.00,Сладкая творожная масса с яблоком и бананом.,BAR_DAIRY,,
707,"Сыр полутв.""Брест-Литовск гауда"" мдж 48% 200гр",4810268034886,pcs,1435.00,Полутвердый сыр Гауда.,BAR_DAIRY,Брест-Литовск,
712,Сыр плавленый Президент 45% с ветчиной 50 г,4607037121881,pcs,295.00,Плавленый сыр с ветчиной.,BAR_DAIRY,Президент,
717,Со сгущенкой Трубочки 6шт,745314918732,pcs,1400.00,,BAR_DAIRY,,
722,Чай Al-Safia 250 г,2500807500010,pcs,1340.00,Чай Al-Safia.,BAR_DAIRY,Al-Safia,
727,"Сырокс с клубникой, АЙС 50гр",4870005532044,pcs,245.00,Сырокс с клубникой.,BAR_DAIRY,АЙС,
732,"Эрмигурт Персик-манго 3,2% 100 г",4606779900402,pcs,240.00,Йогурт с персиком и манго.,BAR_DAIRY,Эрмигурт,
737,"Alpenland лесн яг/ Яблока Груша 0,3% 95гр",4606779450709,pcs,180.00,Йогурт с яблоком и грушей.,BAR_DAIRY,Alpenland,
742,"Белгийский вафли ""Клубника"" 75гр",4870004454224,pcs,255.00,Вафли с клубничным вкусом.,BAR_DAIRY,,
747,Туалетная Бумага 5-Элемент с/вт,4660105673859,pcs,810.00,,BAR_DAIRY,,
752,"Йогурт ""TEOC Актив вишня-гранат"" мдж 1,8% 260гр ПЭТ",4810268044847,pcs,590.00,Натуральный йогурт с вишней и гранатом.,BAR_DAIRY,TEOC,
757,Сырок творожный глазир с ароматом ванили 23% 40гр,4810268045042,pcs,235.00,Творожный сырок с ванильным ароматом.,BAR_DAIRY,,
762,Бауырсак Ши 190гр,4870213710036,pcs,520.00,Традиционная выпечка из Казахстана.,BAR_DAIRY,,
767,"Десертная творожная масса 350гр сладкая ""Вишня"" 20%",4870001421939,pcs,985.00,Сладкая творожная масса с вишней.,BAR_DAIRY,,
772,"КИДС Био-С питевой йогурт Персик-Банан 1,5% 0,160гр",4870207315407,pcs,345.00,Питательный йогурт с персиком и бананом для детей.,BAR_DAIRY,КИДС,
777,"Масло сладко-сливочное несоленое Деревенское 72,5% 180 г",4870038005027,pcs,1040.00,Сливочное масло с высоким содержанием жира.,BAR_DAIRY,Деревенское,
782,"Эрмигурт Клубника-Земляника 7,5% 100 г",4606779910104,pcs,290.00,Йогурт с клубникой и земляникой.,BAR_DAIRY,,
787,"Йогурт EPICA гранат-апельсин 2,5% 260 г",4606779771507,pcs,540.00,Йогурт с гранатом и апельсином.,BAR_DAIRY,EPICA,
792,Батыр QYMYZ 1.0 л,4620038802498,pcs,1600.00,Напиток Батыр QYMYZ.,BAR_DAIRY,Батыр,
797,Платочки бумажные Plushe Deluxe Classic 2-слоя 10 листов,4660105672524,pcs,85.00,Бумажные платочки для дома и офиса.,BAR_DAIRY,Plushe,
802,Масло Алтайское Солнышко 5 л,4627129132021,pcs,4790.00,Алтайское масло для кулинарии.,BAR_DAIRY,Солнышко,
807,"Десертная творожная масса 350гр сладкая ""Чернослив с грецким орехом"" 20%",4870001422004,pcs,1000.00,Сладкая творожная масса с черносливом и грецким орехом.,BAR_DAIRY,,
812,"Сыр полутв.""Брест-Литовск Гауда"" мдж 35% 200гр",4810268057809,pcs,1435.00,Полутвердый сыр Гауда с высоким содержанием жира.,BAR_DAIRY,Брест-Литовск,
817,Эскимо Frigo Настоящий Пломбир 65гр,4870001692650,pcs,345.00,Мороженое пломбир в шоколадной глазури.,BAR_DAIRY,Frigo,
822,"Соус дой-пак ""Mr.Ricco Цезарь"" 210гр",4604075043502,pcs,625.00,Соус Цезарь для салатов и закусок.,BAR_DAIRY,Mr.Ricco,
827,"Сметанный продукт ""Традиционная"" 15% 350гр",4870001423056,pcs,560.00,Сметанный продукт с 15% жирности в упаковке 350 г.,BAR_DAIRY,Традиционная,
832,"Пудинг Campina Нежный шоколадный 3,0% 100 г",4605627012243,pcs,260.00,"Нежный шоколадный пудинг с 3,0% жирности в упаковке 100 г.",BAR_DAIRY,Campina,
837,"Сметана ""Петропавловская"" 360 г 20%",4870238600503,pcs,585.00,Сметана с 20% жирности в упаковке 360 г.,BAR_DAIRY,Петропавловская,
842,Сыр творожный Виолетта с зеленью 140 г 70%,4600493811013,pcs,970.00,Творожный сыр с зеленью с 70% жирности в упаковке 140 г.,BAR_DAIRY,Виолетта,
847,Сыр творожный Виолетта Лайт 160 г 60%,4600493964900,pcs,850.00,Легкий творожный сыр с 60% жирности в упаковке 160 г.,BAR_DAIRY,Виолетта,
852,"Йогурт EPICA с вишней и черешней 130 г 4,8%",4606779762604,pcs,460.00,"Йогурт с вишней и черешней с 4,8% жирности в упаковке 130 г.",BAR_DAIRY,EPICA,
857,"Йогурт Fruttis Легкий с персиком и маракуйей 110 г 0,1%",4605627007126,pcs,205.00,"Легкий йогурт с персиком и маракуйей с 0,1% жирности в упаковке 110 г.",BAR_DAIRY,Fruttis,
862,Лещ Тушка 100гр,4873720048111,pcs,930.00,Тушка леща в упаковке 100 г.,BAR_DAIRY,,
867,"Кефир Петропавловское 0,9 л 3,2%",4870238600329,pcs,545.00,"Кефир с 3,2% жирности в упаковке 0,9 л.",BAR_DAIRY,Петропавловское,
872,Твороженный сыр 35% Фета-Плавыч 200гр,4607069986786,pcs,1275.00,Твороженный сыр с 35% жирности в упаковке 200 г.,BAR_DAIRY,Фета-Плавыч,
877,Сыр Сливочный 50% Луга Алатау вес,2500707040012,pcs,4760.00,,BAR_DAIRY,Луга Алатау,
882,Желе из молочной сыворотки с клубникой 140гр,4870220600603,pcs,315.00,Желе из молочной сыворотки с клубникой в упаковке 140 г.,BAR_DAIRY,,
887,Десерт Сибирячок с ванилином 90гр,4606450034945,pcs,340.00,Десерт с ванилином в упаковке 90 г.,BAR_DAIRY,Сибирячок,
892,Курт соленый Ферма Орда 30 г,4700000160792,pcs,415.00,Соленый курт в упаковке 30 г.,BAR_DAIRY,Ферма Орда,
897,Огурцы маринованные Asanych 720 мл (6-9 см),4870244990278,pcs,915.00,Маринованные огурцы размером 6-9 см в упаковке 720 мл.,BAR_DAIRY,Asanych,
902,"БИО Молочный коктейль Ваниль 2,5% 0,2 л",4870207315445,pcs,380.00,Натуральный молочный коктейль с ванильным вкусом.,BAR_DAIRY,КИДС,
907,Айран домашний 1 л,7915760942312,pcs,740.00,"Освежающий айран, идеален для жаркой погоды.",BAR_DAIRY,Моя Ферма,
912,Моя Ферма Сметана домашняя 200гр,7915760942381,pcs,1450.00,"Натуральная сметана, отлично подходит для блюд и выпечки.",BAR_DAIRY,Моя Ферма,
917,Курт с Тмином 30 г Золото тюрков,721688348672,pcs,430.00,Сухой кисломолочный продукт с тмином.,BAR_DAIRY,Золото тюрков,
922,"Сырок творожный глазир ""Любимая Коровка"" 23% 40гр Савушкин продукт",4810268040450,pcs,240.00,Вкусный творожный сырок с глазурью.,BAR_DAIRY,Савушкин продукт,
927,Сырок Дольче крем-брюле 15%,4870207314752,pcs,270.00,Творожный сырок с крем-брюле.,BAR_DAIRY,,
