barcode,old_name,new_name,brand,productDesc,confidence,changes
4870207312888,"Снежок 2% 0,90 кг ФП","Снежок 2% 0,90 кг",,Снежок с содержанием жира 2%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207314196,"Питьевой йогурт Лесные ягоды 2% 0,90 кг","Питьевой йогурт Лесные ягоды 2% 0,90 кг",,Питьевой йогурт с лесными ягодами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870055001248 4870055001242,"Сметана Президент 15% 0,20 кг","Сметана Президент 15% 0,20 кг",Президент,Сметана с содержанием жира 15%.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870207313977,"Творог Домашний Рассыпчатый Президент 5% 0,20 кг","Творог Домашний Президент 5% 0,20 кг",Президент,Творог домашний с содержанием жира 5%.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870207313342,"Йогурт греческий Миндаль-Фисташки 7,9% 0,130 кг","Йогурт греческий Миндаль-Фисташки 7,9% 0,130 кг",,Греческий йогурт с миндалем и фисташками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870207313540,"Йогурт Вишня 1,5% 0,110гр","Йогурт Вишня 1,5% 0,110гр",,Нежный йогурт с вишневым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037123908,Сыр плавленый Президент с запеченной курицей 45% 400 г.,Сыр плавленый Президент с запеченной курицей 45% 400 г,Президент,"Плавленый сыр с курицей, идеален для бутербродов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4607037120051,Сыр плав. Президент 140 г 45% Ветчина круг.,Сыр плавленый Президент 140 г 45% Ветчина,Президент,"Плавленый сыр с ветчиной, удобный для перекуса.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4870035005778,"Молоко цельное сгущенное с сахаром,жирность 8,5% 380 г.","Молоко сгущенное с сахаром 8,5% 380 г",,"Сгущенное молоко с сахаром, идеальное для десертов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870207314554,"Му-у молочный коктейль ФМ Ваниль 2% 0,200 мл","Му-у молочный коктейль ФМ Ваниль 2% 0,200 мл",,Ванильный молочный коктейль с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870207315063,Му-у молочный коктейль ФМ Шоколад 2% 1 л,Молочный коктейль ФМ Шоколад 2% 1 л,,Шоколадный молочный коктейль с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4606002110291 8606002110291,"Сыр рассольный Фета Салакис Президент 0,25 кг. 45%.","Сыр рассольный Фета Салакис Президент 0,25 кг. 45%.",Президент,"Рассольный сыр Фета, отлично подходит для салатов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
2500204550014,Курт Домашний вар Айжан ИП,Курт Домашний Айжан,,"Домашний курт, традиционный молочный продукт.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870004711907,"Молоко Новый день 1,5% 1 лТетрапак с крышка.","Молоко Новый день 1,5% 1 л",,Цельное молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870004710818,Молоко Новый день 6% 1 л.,Молоко Новый день 6% 1 л,,Цельное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4602358005582,Сырок творож глазирован в мол.шок 23% 50 г (12) Кизк,Сырок творожный глазированный 23% 50 г,,"Глазированный творожный сырок, сладкий и вкусный.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4810073008454,Сырок творож. глазирован Kurab'ye МДЖ 23% 65 г (20),Сырок творожный глазированный Kurab'ye 23% 65 г,Kurab'ye,Глазированный творожный сырок с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4810073007235,Сырок творож. глаз.на венской вафле ЧЕРНИКА МДЖИ 23% 65 г (20),Сырок творожный глазированный на вафле Черника 23% 65 г,,Глазированный творожный сырок с черничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005359382,"Воздушное суфле Какос-шоколад 2,5% пэт стакан 160 г.","Воздушное суфле Какос-шоколад 2,5% 160 г",,Легкое воздушное суфле с шоколадом и кокосом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005357401,"Йогурт питьевой Эмиль малина 1,5% пэт бутылка 900 г","Йогурт питьевой Эмиль малина 1,5% 900 г",Эмиль,Питьевой йогурт с малиновым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4870005350585,"Масло сливочное Крестьянское, 72,5%, фасованное 200 г.","Масло сливочное Крестьянское 72,5% 200 г",Крестьянское,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005359214,"Сметана, 15% п/стакан, 180 г.",Сметана 15% 180 г,,Сметана с низким содержанием жира в удобной упаковке.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005359566,"Творожная масса клубника, 4,5%, п/стакан, 180 г.","Творожная масса клубника 4,5% 180 г",,Клубничная творожная масса с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005352857,"Творожная масса с изюмом, 4,5%, п/стакан, 180 г.","Творожная масса с изюмом 4,5% 180 г",,Творожная масса с изюмом и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870005359047,"Токтамыш, 2,5%, пюрпак, 450 г.","Токтамыш 2,5% 450 г",,Токтамыш с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
2500209230010,Сыр чечел вес,Сыр чечел,,Сыр чечел в удобной упаковке.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003750990,"Айран турецкий 1,4% 0,25 кг KOKSHE milk Натиже","Айран турецкий 1,4% 0,25 кг KOKSHE milk Натиже",KOKSHE milk,Турецкий айран с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751331,"Йогурт персик-абрикос 1,5%, 0,45 кгНатиже","Йогурт персик-абрикос 1,5%, 0,45 кгНатиже",,Йогурт с персиком и абрикосом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751096,"MIO-D с вит. чернослив-Орех 1,5% 0,45 кг. Натиже","MIO-D с вит. чернослив-Орех 1,5% 0,45 кг. Натиже",,Йогурт с черносливом и орехами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003753106,"MIOS смородина - малина - ромашка 1,5% 0.9 кг п/п, шт Натиже","MIOS смородина - малина - ромашка 1,5% 0.9 кг п/п, шт Натиже",,Йогурт с ягодами смородины и малины.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870003753243,"Сметана 10%, 360 г Натиже",Сметана 10% 360 г,,Сметана с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751195,"Сметана 20%, 360 г.Натиже",Сметана 20% 360 г,,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751133,"Творожная масса с изюмом 4,5%, 200 г.Натиже","Творожная масса с изюмом 4,5% 200 г",,Творожная масса с изюмом и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003753304,"Масло ""Крестьянское"" 72,5% 0,250 г Натиже","Масло ""Крестьянское"" 72,5% 0,250 г Натиже",Крестьянское,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4870003752529,"Завтрак обогощенный комплексом витаминов, с овсянкой и сем чиа 2,5% 0,14 кг п/ Натиже","Завтрак обогощенный комплексом витаминов, с овсянкой и сем чиа 2,5% 0,14 кг п/ Натиже",,Завтрак с овсянкой и семенами чиа.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003751690,Сыр плавленый Швейцарский 140гр. п/ст Натиже,Сыр плавленый Швейцарский 140гр. п/ст Натиже,Натиже,Плавленый сыр с характерным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003752598,"Сыр полутвердый ""Моцарелла с грибами"" 0,25 кгНатиже","Сыр полутвердый Моцарелла с грибами 0,25 кг",Натиже,Полутвердый сыр с грибами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003753045,Со сладким кунжутом 500 г Натиже,Со сладким кунжутом 500 г,Натиже,Сладкая закуска с кунжутом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870003752611,"Живой йогурт со вкусом персик 1,5% 0,9 кг п/п Натиже","Живой йогурт со вкусом персик 1,5% 0,9 кг",Натиже,Йогурт с персиковым вкусом и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206411650 4870206415559,Активиа Йогурт 120 г. чернослив,Активиа Йогурт 120 г чернослив,Активиа,Йогурт с черносливом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870206415122,Активиа 270 г Манго-Маракуйя,Активиа 270 г Манго-Маракуйя,Активиа,Йогурт с манго и маракуйей.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870206415313,Активиа 670 г Манго,Активиа 670 г Манго,Активиа,Йогурт с манго.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
8696368202631,Актимель 1*95 г Ягодный микс,Актимель 95 г Ягодный микс,Актимель,Напиток с ягодным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206415405,Данонино 100 г. Банан,Данонино 100 г Банан,Данонино,Йогурт с банановым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605025994,Растишка пюре 85гр яб банан,Растишка пюре 85гр яб банан,,Пюре из яблок и бананов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870206415344,Данон 270 г Малина,Данон 270 г Малина,Данон,Йогурт с малиновым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605032497,Творог десерт 130 г клубника,Творог десерт 130 г клубника,,Десертный творог с клубникой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870006420067,Сметана Зенченко 15%-200гр,Сметана Зенченко 15%-200гр,Зенченко,Сметана с содержанием жира 15%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870006420081,ТворогЗенченко 5%-200гр,ТворогЗенченко 5%-200гр,Зенченко,Творог с содержанием жира 5%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
48700057421347,"Ряженка Зенченко (Родина) 2,5%-1 л","Ряженка Зенченко (Родина) 2,5% 1 л",Зенченко,"Ряженка с содержанием жира 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005730143 4870005730143,"Сметана ""Родина"" 400гр-15%","Сметана ""Родина"" 400гр-15%",Родина,Сметана с жирностью 15%. Удобная упаковка 400 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
487006420128 4870006420128,Масло Крестьянское фасовка -200 г,Масло Крестьянское 200 г,Крестьянское,"Масло сливочное, фасовка 200 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4870132001758,Сметана Эмиль 20% 200гр,Сметана Эмиль 20% 200гр,Эмиль,Сметана с жирностью 20%. Упаковка 200 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4607004892653,Сыр плавленый Hohland сливочный классич 150гр,Сыр плавленый Hohland сливочный классич 150гр,Hohland,"Плавленый сыр сливочный, классический вкус. Упаковка 150 г.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
2500303750018 4607004891083,Сыр плавленый Hohland Маасдам150гр,Сыр плавленый Hohland Маасдам150гр,Hohland,Плавленый сыр Маасдам. Упаковка 150 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004892783,Сыр плавленый Hohland Сливочный ассорти140гр,Сыр плавленый Hohland Сливочный ассорти140гр,Hohland,Плавленый сыр сливочный ассорти. Упаковка 140 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004891373,Сыр творожен Hohland сливочный 140гр,Сыр творожен Hohland сливочный 140гр,Hohland,Творожный сыр сливочный. Упаковка 140 г.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870212681481,Масло Гормол сливочное 200гр,Масло Гормол сливочное 200гр,Гормол,Сливочное масло. Упаковка 200 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870250270081,"Сметана, 20% п/стакан, 180 г.",Сметана 20% п/стакан 180 г,,Сметана с жирностью 20%. Упаковка 180 г в пластиковом стакане.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870210770460,"Йогурт Клубника 0,45 л 1,5% Село Лесное.","Йогурт Клубника 0,45 л 1,5% Село Лесное",Село Лесное,"Йогурт с клубникой, жирность 1,5%. Упаковка 0,45 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870210770392,"Айран 0,93 л 1,5% Село Лесное.","Айран 0,93 л 1,5% Село Лесное",Село Лесное,"Айран с жирностью 1,5%. Упаковка 0,93 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870064001130,Сметана 180 г 15% Село Лесное.,Сметана 180 г 15% Село Лесное,Село Лесное,Сметана с жирностью 15%. Упаковка 180 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870052001944,"Тан классический 0,5 л ПЭТ.","Тан классический 0,5 л",,"Классический тан. Упаковка 0,5 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500400120011,Сыр Emir Моцарелла вес,Сыр Emir Моцарелла вес,Emir,"Сыр Моцарелла, весовой.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870021100203,Сыр Emir мини Моцарелла 300гр,Сыр Emir мини Моцарелла 300гр,Emir,"Мини Моцарелла, упаковка 300 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4811351015942 2501509110019,Творог Простаквашино 2% расыпчат 290гр,Творог Простаквашино 2% расыпчат 290гр,,Натуральный рассыпчатый творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600765027616,"Сливки Чудское озеро 33%-0,2 л","Сливки Чудское озеро 33% - 0,2 л",Чудское озеро,Сливки с высоким содержанием жира для кофе и десертов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4600765002026,Сыр твороженый Чудское Озеро 150гр,Сыр твороженый Чудское Озеро 150гр,Чудское озеро,Нежный твороженый сыр для бутербродов и закусок.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500401640013,Сыр Сливочный Мета Астана 50% вес,Сыр сливочный Мета Астана 50%,Мета Астана,Сливочный сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870132003684,"Молоко Айс Плюс топленое мдж-3,2%-1 л","Молоко Айс Плюс топленое 3,2% - 1 л",Айс Плюс,Топленое молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870144749402,Молоко конц Петропавловское 15%-500 мл,Молоко конц Петропавловское 15% - 500 мл,Петропавловское,Концентрированное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870144749853,"Молоко MilokoBo 2,5%-1лТВА","Молоко MilokoBo 2,5%-1лТВА",MilokoBo,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870144749938,"Молоко Петропавловское 2,5%-0,9 л","Молоко Петропавловское 2,5% - 0,9 л",Петропавловское,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870210771566,"Йогурт (Малина) 0,930 л 1,5% Село Лесное.","Йогурт (Малина) 0,930 л 1,5% Село Лесное.",Село Лесное,Йогурт с малиновым вкусом и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870210770699,"Снежок 0,5 л 1,5% Село Лесное.","Снежок 1,5% - 0,5 л Село Лесное",Село Лесное,Нежный йогурт с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
792649190388,Сыр чечел палочки малочн 50гр,Сыр чечел палочки малочн 50гр,,"Сыр в виде палочек, идеален для закусок.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870210771924,"БиоЙогурт Ягодное морожен 0,900 л 1,5% Село Лесное.","БиоЙогурт Ягодное морожен 0,900 л 1,5% Село Лесное.",Село Лесное,Йогурт с ягодным вкусом и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870207313984,"Творог Домашний Рассыпчатый Президент 9% 0,200 кг","Творог Домашний Рассыпчатый Президент 9% 0,200 кг",Президент,Домашний рассыпчатый творог с высоким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870250270128,"Кефир 3,2% по техно 1956 -900 мл","Кефир 3,2% - 900 мл",,Кефир с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4810268055379,Pan Smetankoфф Сыр 200 г Сливочный мдж 50% фасовка.,Pan Smetankoфф Сыр 200 г Сливочный мдж 50% фасовка.,,Сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4811277012858,Номад Сыр Сметанковый мдж 50% фас.200 г.,Сыр сметанковый Номад 50% 200 г,Номад,Сметанковый сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4600493813208,Сыр творожный Виолетта 140 г с зеленью мдж 70%.,Сыр творожный Виолетта с зеленью 140 г 70%,Виолетта,"Творожный сыр с зеленью, идеален для бутербродов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600605022238,Растишка творог Клубника абрикос 270гр,Растишка творог Клубника абрикос 270гр,Растишка,Творог с клубнично-абрикосовым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870001154455,"Молоко Мое 1,5% 0,95 л","Молоко Мое 1,5% 0,95 л",Мое,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870007491424,"Масло ""Вкусные"" 0,18 72,5%","Масло Вкусные 72,5% 0,18 кг",Вкусные,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607004890680,Творожный сыр Альметте с зеленью 150 г,Творожный сыр Альметте с зеленью 150 г,Альметте,"Творожный сыр с зеленью, отлично подходит для закусок.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4680019568270,"Напиток овсян NEMOLOKO Экзотик-0,2 л","Напиток овсян NEMOLOKO Экзотик 0,2 л",NEMOLOKO,Овсяный напиток с экзотическим вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144005355,Молоко ДЕП ультра 3%-4%-500гр,Молоко ДЕП ультра 3%-4%-500гр,ДЕП,Ультрапастеризованное молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144005454,"Молочн коктейль ДЕП ваниль 1,8%-500гр","Молочн коктейль ДЕП ваниль 1,8%-500гр",ДЕП,Ванильный молочный коктейль с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4610043821775,Сыр чечел Балык ассорти 100гр Мета,Сыр чечел Балык ассорти 100гр Мета,,Ассорти сыров чечел с различными вкусами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
2500504390013 4870250270166,"Масло сливочное вес 72,5% Эмиль","Масло сливочное Эмиль 72,5% 0,18 кг",Эмиль,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870005352895,"Творожная масса с чернослисом, 4,5%, п/стакан, 180 г.","Творожная масса с черносливом 4,5% 180 г",,Творожная масса с добавлением чернослива.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037122345,Сыр плав. Президент 150 г 45% Чизбургер,Сыр плавленый Президент Чизбургер 150 г 45%,Президент,Плавленый сыр с вкусом чизбургера.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037122604,Сыр плав. Президент 140 г 45% Сырная Коллекция круг.,Сыр плавленый Президент Сырная Коллекция 140 г 45%,Президент,Плавленый сыр с разнообразными вкусами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037120839,Сыр плав. Президент 400 г 45% сливочный.,Сыр плавленый Президент сливочный 400 г 45%,Президент,Сливочный плавленый сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771894,"Кефир Био Батыр 0,9 л Село Лесное.","Кефир Био Батыр 0,9 л",Батыр,"Кефир с пробиотиками, объем 0,9 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}"
4610043821584,Чечил Продукт Балык охотничий копченый СОЧИНСКИЙ 70 г.,Чечил Продукт Балык охотничий копченый 70 г,Чечил Продукт,"Копченый сыр Чечил, вес 70 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4680019569321,Напиток Миндальный NEMOLOKO витаминами и мин вещ 1 л,Напиток Миндальный NEMOLOKO с витаминами 1 л,NEMOLOKO,"Миндальный напиток с витаминами, объем 1 л.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4870144740171,"Цельное молоко сгущенное с сахаром 8,5% ж/б 360 г.(чашка)","Сгущенное молоко с сахаром 8,5% 360 г",,"Сгущенное молоко с сахаром, жирность 8,5%, вес 360 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
8696368202570,"Актимель 1*95 г., Натуральный",Актимель Натуральный 95 г,Актимель,"Йогурт Актимель натуральный, вес 95 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
4610043821737,Сыр чечел ассорти Балык сочинский 100гр Мета,Сыр чечел ассорти Балык сочинский 100гр Мета,Балык,"Ассорти сыров чечел, вес 100 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": true}"
