barcode,old_name,new_name,brand,productDesc,confidence,changes,error
4690228108808,"Чудо ПродЙог ПерсМарак 2,5% 115 г","Чудо Продвинутый Йогурт Персик-Маракуйя 2,5% 115 г",Чудо,Продвинутый йогурт с персиком и маракуйей.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4690228015441,Ламбер Сыр 50% 230 г,Ламбер Сыр 50% 230 г,,Сыр с жирностью 50%.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870055002689,"Молоко с витамином D Лактель 2,5% 1 л","Молоко с витамином D Лактель 2,5% 1 л",Лактель,Молоко с добавлением витамина D.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870055000852,"Кефир ФМ 2,5% 1 кг","Кефир ФМ 2,5% 1 кг",,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207311478,"Кефир ФМ 2,5% 0,9 кг","Кефир ФМ 2,5% 0,9 кг",,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870055004287 4870055004282,"БИО С Ваниль 3,2% 1 кг","Био с ванилью 3,2% 1 кг",Био,Натуральный йогурт с ванилью.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207311850,"БИО С Ваниль 3,2% 0,9 кг","Био с ванилью 3,2% 0,9 кг",Био,Натуральный йогурт с ванилью.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207312888,"Снежок 2% 0,90 кг ФП","Снежок 2% 0,90 кг ФП",Снежок,Нежный йогурт с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870207313281,"Питьевой йогурт Клубника 2% 0,90 кг","Питьевой йогурт Клубника 2% 0,90 кг",Питьевой йогурт,Клубничный йогурт с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207315308,"Питьевой йогурт Натуральный 2% 0,45 кг","Питьевой йогурт Натуральный 2% 0,45 кг",Питьевой йогурт,Натуральный йогурт с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870055001231 4870055001232,"Сметана Президент 15% 0,40 кг","Сметана Президент 15% 0,40 кг",Президент,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870006540208,"Сметана Президент 10% 0,20 кг","Сметана Президент 10% 0,20 кг",Президент,Сметана с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313977,"Творог Домашний Рассыпчатый Президент 5% 0,20 кг","Творог Домашний Рассыпчатый Президент 5% 0,20 кг",Президент,Рассыпчатый творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207313724,"Йогурт греческий Ваниль 7,0% 0,130 кг","Йогурт греческий Ваниль 7,0% 0,130 кг",Йогурт греческий,Греческий йогурт с ванилью.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313328,"Йогурт греческий Натуральный 8,4% 0,130 кг","Йогурт греческий Натуральный 8,4% 0,130 кг",Йогурт греческий,Натуральный греческий йогурт.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313533,"Йогурт Персик 1,5% 0,110гр","Йогурт Персик 1,5% 0,110гр",Йогурт,Йогурт с персиковым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
2500203980010,Сыр Мастер Российский 50% пленка.,Сыр Мастер Российский 50%,Мастер,Российский сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4607037123908,Сыр плавленый Президент с запеченной курицей 45% 400 г.,Сыр плавленый Президент с запеченной курицей 45% 400 г,Президент,Плавленый сыр с курицей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4607037123892,Сыр плав. Президент 400 г 45% Мааздам ванна.,Сыр плавленый Президент 400 г 45%,Президент,Плавленый сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870207313359,"Творожок взбитый Снежок 3,8% 0,1 кг.","Творожок взбитый Снежок 3,8% 0,1 кг",Снежок,Взбитый творожок с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870055000043,"Ряженка ФМ 2,5% 0,5 кг.","Ряженка ФМ 2,5% 0,5 кг",ФМ,"Натуральная ряженка с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
2500203670010,Сыр Сментанковый вес,Сыр Сметанковый,,"Сыр с нежным вкусом, идеально подходит для бутербродов.",high,"{""spelling"": true, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207314554,"Му-у молочный коктейль ФМ Ваниль 2% 0,200 мл","Му-у молочный коктейль ФМ Ваниль 2% 0,200 мл",Му-у,Вкусный молочный коктейль с ванильным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870207314578,"Му-у молочный коктейль ФМ Персик 2% 0,200 мл","Му-у молочный коктейль ФМ Персик 2% 0,200 мл",Му-у,Освежающий молочный коктейль с персиковым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4601662006490,"Сливки Президент 11% 0,20 г","Сливки Президент 11% 0,20 г",Президент,"Сливки с жирностью 11%, идеально подходят для кофе.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
8606002113131,"Сыр рассольный Брынза Президент 0,25 кг. 45%.","Сыр Брынза Президент 45% 0,25 кг",Президент,Сыр Брынза с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500204520017,Каймак Домашний 340 г Айжан ИП,Каймак Домашний 340 г,Айжан ИП,Натуральный каймак домашнего производства.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500204550014,Курт Домашний вар Айжан ИП,Курт Домашний вар Айжан ИП,Айжан ИП,Традиционный курт домашнего производства.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870001029135,Творог домашний 300 г.Султан-Ата.,Творог домашний 300 г,Султан-Ата,Натуральный творог домашнего производства.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870004711945,"Молоко Новый день 3,2% 1 лТетрапак с крышка.","Молоко Новый день 3,2% 1 л",Новый день,"Молоко с жирностью 3,2%, в упаковке Тетрапак.",high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870004710795,"Молоко Новый день 3,2% 1 л.","Молоко Новый день 3,2% 1 л",Новый день,"Свежайшее молоко с жирностью 3,2%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870004711525,"Молоко Просто 3,2%","Молоко Просто 3,2%",Просто,"Молоко с жирностью 3,2%, без добавок.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4602358005582,Сырок творож глазирован в мол.шок 23% 50 г (12) Кизк,Сырок творожный глазированный 23% 50 г,Кизк,Глазированный творожный сырок с высоким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4810073009321,Сырок творож глаз Нежный кокос с наполнителем Кокос МДЖ 15% 40 г (30),Сырок творож глаз Нежный кокос с наполнителем Кокос МДЖ 15% 40 г (30),,Творожный сырок с кокосовым наполнителем.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4810073008423,Сырок творож. глазирован. Моя столица на бискв. с наполн Ром МДЖ 23% 65 г (20),Сырок творож. глазирован. Моя столица на бискв. с наполн Ром МДЖ 23% 65 г (20),,Глазированный творожный сырок с ромовым наполнителем.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4810073007495,Сырок творож. глазирован. Пражский МДЖ 23% 65 г (20),Сырок творожный глазированный Пражский 23% 65 г,,Вкусный творожный сырок с глазурью.,high,"{""spelling"": true, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": true}",
4870005358965,"Биойогурт малина со злаками, 1,5%, пюрпак, 450 г.","Биойогурт малина со злаками 1,5% 450 г",,Натуральный биойогурт с малиной и злаками.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359382,"Воздушное суфле Какос-шоколад 2,5% пэт стакан 160 г.","Воздушное суфле Какос-шоколад 2,5% 160 г",,Легкое суфле с шоколадом и кокосом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359580,"Йогурт питьевой Эмиль вишня-черешня 1,5% пэт бут 900 г","Йогурт питьевой Эмиль вишня-черешня 1,5% 900 г",Эмиль,Питьевой йогурт с вишней и черешней.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359009,"Кефир, 2,5%, пюрпак, 450 г.","Кефир 2,5% 450 г",,"Натуральный кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005350587,"Масло сливочное Крестьянское, 72,5%, контейнер, 200 г.","Масло сливочное Крестьянское 72,5% 200 г",Крестьянское,Сливочное масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
4870005359016,"Ряженка, 2,5%, пюрпак, 900 г.","Ряженка 2,5% 900 г",,"Натуральная ряженка с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359214,"Сметана, 15% п/стакан, 180 г.",Сметана 15% 180 г,,Сметана с жирностью 15%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359108,"Творог Кр фольга, 180 вянский, 5%,","Творог Кр фольга, 180 вянский, 5%,",,Творог с жирностью 5%.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359573,"Творожная масса малина, 4,5%, п/стакан, 180 г.","Творожная масса малина 4,5% 180 г",,"Творожная масса с малиной и жирностью 4,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005352864,"Творожная масса с грецким орехом, 4,5%, п/стакан, 180 г.","Творожная масса с грецким орехом 4,5% 180 г",,"Творожная масса с грецким орехом и жирностью 4,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359344,Творожный десерт клубника 10% 165 г пэт стакан,Творожный десерт клубника 10% 165 г,,Десерт из творога с клубникой и жирностью 10%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870005359047,"Токтамыш, 2,5%, пюрпак, 450 г.","Токтамыш 2,5% 450 г",,"Кисломолочный продукт с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870001154479,"Молоко Мое 3,2% 0,95 л","Молоко Мое 3,2% 0,95 л",Мое,"Пастеризованное молоко с жирностью 3,2%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": true}",
4870003750273,"кефир 2,5%, 0,450 кг. п\п Натиже","кефир 2,5%, 0,450 кг. п\п Натиже",,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870003751492,"кефир ""Protein"" 1%, 0,9 кгНатиже","Кефир Protein 1% 0,9 кг",Protein,Натуральный кефир с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870003750983,"Молоко 3,2% 0,9 л ф/п Кокшетау Натиже","Молоко 3,2% 0,9 л ф/п Кокшетау Натиже",Кокшетау,"Пастеризованное молоко с содержанием жира 3,2%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003751331,"Йогурт персик-абрикос 1,5%, 0,45 кгНатиже","Йогурт персик-абрикос 1,5% 0,45 кг",,Йогурт с вкусом персика и абрикоса.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870003750860,"MIO-B с вит. Клубника 1,5% 0,45 кгНатиже","MIO-B с вит. Клубника 1,5% 0,45 кг",MIO-B,Йогурт с клубничным вкусом и витаминами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003752949,"MIO-S смородина - малина - ромашка 1,5% 0,45 кг п/п Натиже","MIO-S смородина малина ромашка 1,5% 0,45 кг",MIO-S,Йогурт с ягодным вкусом и ромашкой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870003753090,"Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг п/п Натиже","Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг",,Йогурт с мадагаскарской ванилью и витаминами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870003751089,"Нарине-л 1,5%, 0,45 кгНатиже","Нарине-л 1,5% 0,45 кг",Нарине-л,Продукт на основе йогурта с пробиотиками.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003753243,"Сметана 10%, 360 г Натиже",Сметана 10% 360 г,,Сметана с содержанием жира 10%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870003750112,"Сметана 15%, 500 г.Натиже",Сметана 15% 500 г,,Сметана с содержанием жира 15%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870003750495,"Сметана 20%, 500 г. Натиже",Сметана 20% 500 г,,Сметана с содержанием жира 20%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870003750266,"Құрт соленый 12%, 100 г.Натиже",Құрт соленый 12% 100 г,,Соленый курт с содержанием жира 12%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870003751386,"Твор. масса Протейн+ Персик-Маракуя 1,5%, 140 г.Натиже","Творожная масса Протейн+ Персик-Маракуя 1,5% 140 г",Протейн+,Творожная масса с персиком и маракуей.,high,"{""spelling"": true, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870003753304,"Масло ""Крестьянское"" 72,5% 0,250 г Натиже","Масло ""Крестьянское"" 72,5% 0,250 г Натиже",Крестьянское,"Масло с высоким содержанием жира 72,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870003751751,"Завтрак с овсянкой, яблоком и корицей, обогащенный бефидо 2,5% 0,14 кг п/стНатиже","Завтрак с овсянкой яблоком и корицей обогащенный бефидо 2,5% 0,14 кг",,"Завтрак с овсянкой, яблоком и корицей, обогащенный пробиотиками.",high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870003752956,"MIOS Йогурт ""Греческий"" 6% 0,14 кг п/ст, шт Натиже","MIOS Йогурт Греческий 6% 0,14 кг",MIOS,Греческий йогурт с содержанием жира 6%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": true, ""other"": false}",
4870003751706,Сыр плавленый Казахский 140гр. п/ст,Сыр плавленый Казахский 140гр. п/ст,,Плавленый сыр с характерным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003751713,Сыр плавленый Итальянский 140гр. п/ст Натиже,Сыр плавленый Итальянский 140гр. п/ст Натиже,Натиже,Плавленый сыр с итальянскими травами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003752598,"Сыр полутвердый ""Моцарелла с грибами"" 0,25 кгНатиже","Сыр полутвердый ""Моцарелла с грибами"" 0,25 кгНатиже",Натиже,Полутвердый сыр с грибами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003752994,С сыром 500 г Натиже,С сыром 500 г Натиже,Натиже,Сыр с насыщенным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870003753038,С соленым кунжутом 500 г Натиже,Сыр с соленым кунжутом 500 г,Натиже,Сыр с добавлением кунжута.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870004320192,"Бурненское молоко 3,2% 1 л Tetro Fino Натиже","Бурненское молоко 3,2% 1 л",Tetro Fino,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870206411667 4870206415535,Активиа Йогурт 120 г. мюсли,Активиа Йогурт 120 г с мюсли,Активиа,Йогурт с добавлением мюсли.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870206411650 4870206415559,Активиа Йогурт 120 г. чернослив,Активиа Йогурт 120 г с черносливом,Активиа,Йогурт с черносливом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870206411582,Активиа 270 г Злаки,Активиа 270 г Злаки,Активиа,Йогурт с злаками.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870206411742,Активиа 670 г Злаки,Активиа 670 г Злаки,Активиа,Йогурт с злаками в большом объеме.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870206411711,Активиа 670 г Чернослив,Активиа 670 г Чернослив,Активиа,Йогурт с черносливом в большом объеме.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
8696368202556,"Актимель 1*95 г., Клубничный",Актимель 95 г Клубничный,Актимель,Йогурт с клубничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
8696368202631,Актимель 1*95 г Ягодный микс,Актимель 95 г Ягодный микс,Актимель,Йогурт с ягодным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870206415399,Данонино 100 г. Клубника,Данонино 100 г Клубника,Данонино,Йогурт с клубничным вкусом для детей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4600605029039,Растишка коктейль 210 г. Бабл гам,Растишка коктейль 210 г Бабл Гам,Растишка,Коктейль с вкусом Бабл Гам.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4600605026007,Растишка пюре 85гр груша,Растишка пюре 85гр груша,Растишка,Пюре из груши в удобной упаковке.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4600605028834,"Сырок клубника, 40 г, 20%",Сырок клубника 40 г 20%,Сырок,Сырок с клубничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}",
4870206415344,Данон 270 г Малина,Данон 270 г малина,Данон,Йогурт с малиновым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870206415351,Данон 670 г Гранат,Данон 670 г гранат,Данон,Йогурт с гранатовым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4600605032527,Творог десерт 130 г персик,Творог десерт 130 г персик,,Десертный творог с персиковым вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006421309,"Кефир Зенченко 2,5%-1 л","Кефир Зенченко 2,5% 1 л",Зенченко,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006420074,Сметана Зенченко 20%-200гр,Сметана Зенченко 20%-200гр,Зенченко,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870006420081,ТворогЗенченко 5%-200гр,ТворогЗенченко 5%-200гр,Зенченко,Творог с низким содержанием жира.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500000000119,"Молоко Родина 3,2%-1 л","Молоко Родина 3,2% 1 л",Родина,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500302650012,"Творог ""Родина"" со сливками 300гр 5%","Творог ""Родина"" со сливками 300гр 5%",Родина,Творог со сливками и низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870005730174,"Сметана ""Родина"" 200 г-20%",Сметана Родина 200 г 20%,Родина,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870005730051,"Сметана ""Родина"" 400гр- 30%","Сметана ""Родина"" 400гр- 30%",Родина,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
487006420128 4870006420128,Масло Крестьянское фасовка -200 г,Масло Крестьянское 200 г,Крестьянское,Масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}",
4870132001345,Сметана Эмиль 15% 200гр,Сметана Эмиль 15% 200гр,Эмиль,Сметана с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4870132001741,Сметана Эмиль 20% 400гр,Сметана Эмиль 20% 400гр,Эмиль,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
4607004890079,Сыр плавленый Hohland грибы 150гр,Сыр плавленый Hohland грибы 150гр,Hohland,"Плавленый сыр с грибами, удобный для бутербродов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004890093,Сыр плавленый Hohland Сэндвич 150гр,Сыр плавленый Hohland Сэндвич 150гр,Hohland,"Плавленый сыр для сэндвичей, удобный и вкусный.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
2500303750018 4607004891083,Сыр плавленый Hohland Маасдам150гр,Сыр плавленый Hohland Маасдам150гр,Hohland,"Плавленый сыр Маасдам, идеален для закусок.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004892967,Сыр плавленый Hohland ветчина ассорти140гр,Сыр плавленый Hohland ветчина ассорти140гр,Hohland,"Плавленый сыр с ветчиной и ассорти, отличный для бутербродов.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004890185,Сыр плавленый Hohland грибы 200гр,Сыр плавленый Hohland грибы 200гр,Hohland,"Плавленый сыр с грибами, вкусный и питательный.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004891878,Сыр плавленый Hohland Маасдам 200гр,Сыр плавленый Hohland Маасдам 200гр,Hohland,"Плавленый сыр Маасдам, идеален для закусок.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4607004891694,Сыр Hohland Сливочный творожен 220гр,Сыр Hohland Сливочный творожен 220гр,Hohland,"Сливочный творожный сыр, отлично подходит для намазки.",high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
4870212681481,Масло Гормол сливочное 200гр,Масло Гормол сливочное 200гр,Гормол,"Сливочное масло, идеальное для выпечки и приготовления.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}",
2500304260011,Курт Домашний майлы Айжан ИП,Курт домашний майлы Айжан,Айжан,"Курт домашний, традиционный продукт, богатый белком.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}",
