barcode,old_name,new_name,brand,productDesc,confidence,changes
4870005357111,"Сметана из топленых сливок, 15%, п/стакан, 380 г.",Сметана из топленых сливок 15% 380 г,,Сметана с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870005359061,"Творог, 5%, п/мешок, 380 г.","Творог, 5%, п/мешок, 380 г.",,Нежирный творог.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870005352864,"Творожная масса с грецким орехом, 4,5%, п/стакан, 180 г.","Творожная масса с грецким орехом 4,5% 180 г",,Творожная масса с добавлением грецких орехов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870005359337,Творожный десерт черника 10% 165 г пэт стакан,Творожный десерт черника 10% 165 г,,Десерт на основе творога с черникой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870002329722,"Молоко Мое Безлактоз 2,5% 0,95 л","Молоко Мое Безлактоз 2,5% 0,95 л",Мое,Безлактозное молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003751492,"кефир ""Protein"" 1%, 0,9 кгНатиже","Кефир Protein 1% 0,9 кг",Protein,Кефир с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003751300,"Йогурт клубника-малина 1,5%, 0,45 кгНатиже","Йогурт клубника-малина 1,5% 0,45 кг",,Йогурт с клубникой и малиной.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003750822,"MIO-C с вит. Персик-Маракуйя 1,5% 0,45 кг. Натиже","MIO-C с вит. Персик-Маракуйя 1,5% 0,45 кг",MIO-C,Напиток с персиком и маракуйей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003753090,"Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг п/п Натиже","Живой йогурт мадагаскарская ваниль с витамином 1,5% 0,9 кг",,Йогурт с мадагаскарской ванилью.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003750037,"Снежок 1,5%, 0,9 кгНатиже","Снежок 1,5% 0,9 кг",,Нежирный йогурт.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003750570,"Сметана 20%, 180 г.Натиже",Сметана 20% 180 г,,Сметана с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003750266,"Құрт соленый 12%, 100 г.Натиже",Құрт соленый 12% 100 г,,Соленый курт с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003751393,"Твор. масса Протейн+ Злаки-Отруби 1,5%, 140 г.Натиже","Творожная масса Протейн+ Злаки-Отруби 1,5% 140 г",Протейн+,Творожная масса с добавлением злаков и отрубей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870003751775,"Завтрак с овсянкой, бананом и комплексом витаминов 2,5% 0,14 кг п/ст Натиже","Завтрак с овсянкой бананом и комплексом витаминов 2,5% 0,14 кг",,Завтрак с овсянкой и бананом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": true, ""brandFix"": false, ""other"": false}"
4870003751706,Сыр плавленый Казахский 140гр. п/ст,Сыр плавленый Казахский 140гр. п/ст,,Плавленый сыр с характерным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003750433,"Белые сыры-полутвердый Диетический 20%, 0,35 кгНатиже","Сыр полутвердый Диетический 20% 0,35 кг",,Полутвердый сыр с пониженной калорийностью.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870003753014,С фисташками 500 г Натиже,С фисташками 500 г,,Сыр с добавлением фисташек.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870004320192,"Бурненское молоко 3,2% 1 л Tetro Fino Натиже","Молоко Бурненское 3,2% 1 л",Tetro Fino,"Пастеризованное молоко с жирностью 3,2%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870206411940 4870206415528,Активиа Йогурт 120 г. клубника,Йогурт Активиа 120 г клубника,Активиа,Йогурт с клубничным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870206411599,Активиа 270 г Чернослив,Йогурт Активиа 270 г Чернослив,Активиа,Йогурт с черносливом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870206411711,Активиа 670 г Чернослив,Йогурт Активиа 670 г Чернослив,Активиа,Йогурт с черносливом в большом объеме.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
8696368202648,Актимель 1*95 г Киви-клубника,Актимель 95 г Киви-клубника,Актимель,Напиток с киви и клубникой.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870206415412,Данонино 100 г. Яблоко,Данонино 100 г Яблоко,Данонино,Йогурт с яблочным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605026007,Растишка пюре 85гр груша,Растишка пюре 85гр груша,Растишка,Пюре из груши для детей.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605029725,"Сырок ирис, 40 г 20%",Сырок ирис 40 г 20%,,Сырок с ирисовым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605032350,Творог мягкий 5% 170 г,Творог мягкий 5% 170 г,,Мягкий творог с жирностью 5%.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870006421309,"Кефир Зенченко 2,5%-1 л","Кефир Зенченко 2,5% 1 л",Зенченко,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870006420104,ТворогЗенченко 0%-200гр,ТворогЗенченко 0%-200гр,Зенченко,Обезжиренный творог.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
487005730259 4870005730259,"Кефир Родина 2,5%-1 л","Кефир Родина 2,5% 1 л",Родина,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870005730174,"Сметана ""Родина"" 200 г-20%",Сметана Родина 200 г 20%,Родина,Сметана с жирностью 20%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870006421323,"Кефир ""Талинский"" Зенченко 0,9 л-1%","Кефир Талинский Зенченко 0,9 л 1%",Талинский,Кефир с жирностью 1%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": true, ""other"": false}"
4870132001338,Сметана Эмиль 15% 400гр,Сметана Эмиль 15% 400гр,Эмиль,Сметана с жирностью 15%.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004890079,Сыр плавленый Hohland грибы 150гр,Сыр плавленый Hohland грибы 150гр,Hohland,Плавленый сыр с грибами.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004890543,Сыр плавленый Hohland Ассорти 150гр,Сыр плавленый Hohland Ассорти 150гр,Hohland,Плавленый сыр ассорти.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004892943,Сыр плавленый Hohland грибы ассорти140гр,Сыр плавленый Hohland грибы ассорти140гр,Hohland,Плавленый сыр с грибами ассорти.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4607004891878,Сыр плавленый Hohland Маасдам 200гр,Сыр плавленый Hohland Маасдам 200гр,Hohland,Плавленый сыр Маасдам.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500303890011 4610043821478,Сыр чечел косичка 90гр Мета,Сыр чечел косичка 90гр Мета,Мета,Сыр чечел в виде косички.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870250270050,"Йогурт питьевой Эмиль лесные ягоды 1,5% 900 г.","Йогурт питьевой Эмиль лесные ягоды 1,5% 900 г",Эмиль,"Питьевой йогурт с лесными ягодами и жирностью 1,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870052009902,Сыр Чиссбер соломка 50 г.,Сыр Чиссбер соломка 50 г,Чиссбер,Сыр в форме соломки.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870210771276,"Йогурт (Клубника-банан) 0,45 л 1,5% Село Лесное.","Йогурт Клубника-банан 0,45 л 1,5% Село Лесное",Село Лесное,"Йогурт с клубникой и бананом, жирность 1,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870210770675,"Кефир 0,45 л 2,5% Село Лесное.","Кефир 0,45 л 2,5% Село Лесное",Село Лесное,"Кефир с жирностью 2,5%.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870210770194,Сыр Сулугуни 250 г.,Сыр Сулугуни 250 г,,Сыр Сулугуни.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500400110012,Сыр Emir Эмир вес 160,Сыр Emir Эмир вес 160 г,Emir,Сыр Emir весом 160 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
2500400160017,Сыр Emir Сулугуни вес,Сыр Emir Сулугуни вес,Emir,Сыр Сулугуни от Emir.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4600605026885,Растишка Молочный коктейль клубника 210гр,Растишка Молочный коктейль клубника 210гр,Растишка,Вкусный молочный коктейль с клубничным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600765027579,"Сливки Чудское озеро 33%-0,5 л","Сливки Чудское озеро 33% 0,5 л",Чудское озеро,Сливки с высоким содержанием жира для кофе и десертов.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607021593458,"Молоко Питьевое безлактоз Чудское Озеро 3,2%-1 л","Молоко Питьевое безлактозное Чудское Озеро 3,2% 1 л",Чудское озеро,Безлактозное молоко для людей с непереносимостью лактозы.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4811277012810,Сыр KarKara Сливочный 45%-200гр,Сыр KarKara Сливочный 45%-200гр,KarKara,Сливочный сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870132003677,"Молоко Айс Плюс мдж-3,2%-1 л","Молоко Айс Плюс 3,2% 1 л",Айс Плюс,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144749426 2574105360010,"Молоко конц Петропавловское 7,1%-500 мл","Молоко конц Петропавловское 7,1% 500 мл",Петропавловское,Концентрированное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144749860,"Молоко MilokoBo 3,2%-1лТВА","Молоко MilokoBo 3,2%-1лТВА",MilokoBo,Молоко с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144740072,"Молоко MilokoBo 7,5%-250гр б.п","Молоко MilokoBo 7,5%-250гр б.п",MilokoBo,Молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771573,"Йогурт (Персик) 0,930 л 1,5% Село Лесное.","Йогурт (Персик) 0,930 л 1,5% Село Лесное.",,Йогурт с персиковым вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771887,"Йогурт Мороженное-Ягода 0,5 л 1,5% Село Лесное.","Йогурт Мороженое Ягода 0,5 л 1,5% Село Лесное",,Йогурт с ягодным вкусом.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870132003691,"Молоко Айс Плюс топленое мдж-6,5% 350 мл","Молоко Айс Плюс топленое 6,5% 350 мл",Айс Плюс,Топленое молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771917,"БиоЙогурт Ананас-апельсин 0,900 л 1,5% Село Лесное.","БиоЙогурт Ананас-апельсин 0,900 л 1,5% Село Лесное.",,Биойогурт с ананасом и апельсином.,high,"{""spelling"": true, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870207313991,"Творог Домашний Рассыпчатый Президент 0,1% 0,450 кг","Творог Домашний Рассыпчатый Президент 0,1% 0,450 кг",Президент,Рассыпчатый творог с низким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144748313,Масло Петропавловское особое70%-180гр,Масло Петропавловское особое70%-180гр,Петропавловское,Масло с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4810268055393,Pan Smetankoфф Сыр 200 г Голландский мдж 45% фасовка.,Сыр Pan Smetankoфф Голландский 200 г 45%,Pan Smetankoфф,Голландский сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4811277012865,Номад Сыр Сливочный мдж 50% фас.200 г.,Номад Сыр Сливочный 50% 200 г,Номад,Сливочный сыр с жирностью 50%. Упаковка 200 г.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
2500408410015 4607178790274,"Йогурт сочн - молочн 1,2%( клубника) 95 г.","Йогурт молочный 1,2% клубника 95 г",,"Молочный йогурт с клубникой, 95 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4600605013960,Растишка 90 г земляника,Растишка земляника 90 г,Растишка,"Йогурт Растишка со вкусом земляники, 90 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4603745114214 4631171364293 4631171364316,Кымыз Бал в ассортим 1 л п/б,Кымыз Бал ассорти 1 л,Бал,"Кымыз в ассортименте, 1 л.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870007492353,"Сыр плавленный ""Янтарь"" 200 г",Сыр плавленный Янтарь 200 г,Янтарь,"Плавленный сыр Янтарь, 200 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870007492247,"Молоко сгущенное ж/б Варенка 0,38 кг 8,5%","Сгущенное молоко Варенка 0,38 кг 8,5%",Варенка,"Сгущенное молоко с сахаром, 0,38 кг, жирность 8,5%.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4680019568256,"Напиток овсян NEMOLOKO клас витамин В2-0,2 л","Напиток овсяный NEMOLOKO с витамином В2 0,2 л",NEMOLOKO,"Овсяный напиток с витамином В2, 0,2 л.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144006352,"Молоко ДЕП ультра низколактозная 2,5%-500гр","Молоко ДЕП ультра низколактозная 2,5%-500гр",ДЕП,"Ультра низколактозное молоко, 2,5%, 500 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870144003702,"Молоко сгущеное вареная ДЕП 8,5%-600гр","Молоко сгущеное вареная ДЕП 8,5%-600гр",ДЕП,"Сгущенное молоко вареное, 8,5%, 600 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870250270043,"Йогурт питьевой Эмиль клубн-мята-лайм 2,5% пэт бут 310 г","Йогурт питьевой Эмиль клубника-лайм 2,5% 310 г",Эмиль,"Питьевой йогурт с клубникой и лаймом, 2,5%, 310 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4810268055447,Pan Smetankoфф Сыр 300 г Топл молоко мдж 50% фасовка.,Pan Smetankoфф Сыр 300 г Топленое молоко 50%,Pan Smetankoфф,"Сыр с топленым молоком, 50%, 300 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771818,"Йогурт Персик-маракуйя 3,2%-130гр Село Лесное.","Йогурт Персик-маракуйя 3,2%-130гр Село Лесное.",Село Лесное,"Йогурт с персиком и маракуйей, 3,2%, 130 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037122352,Сыр плав. Президент 150 г 45% Чеддер,Сыр плавленный Президент 150 г 45% Чеддер,Президент,"Плавленный сыр Чеддер, 45%, 150 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870207312147,"Питьевой йогурт Абрикос 2% 0,45 кг","Питьевой йогурт Абрикос 2% 0,45 кг",,"Питьевой йогурт с абрикосом, 2%, 450 г.",high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4607037120853,Сыр плав. Президент 400 г 45% с грибами ванна.,Сыр плавленный Президент 400 г 45% с грибами,Президент,"Плавленный сыр с грибами, 45%, 400 г.",high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4870210771641,"Сыр ""Фермерский"" 45% 280гр","Сыр ""Фермерский"" 45% 280гр",,Сыр с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4610043821744,Чечил Косичка Копченая 90гр Каркара,Чечил Косичка Копченая 90гр Каркара,,Копченый сыр в виде косички.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
468001956931,Напиток овсян NEMOLOKO миндаль 1 л,Напиток овсян NEMOLOKO миндаль 1 л,NEMOLOKO,Овсяный напиток с миндальным вкусом.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
4870144745060,Молоко сгущен Ак Булак 25%- 350гр жб,Молоко сгущен Ак Булак 25%- 350гр жб,Ак Булак,Сгущенное молоко с высоким содержанием жира.,high,"{""spelling"": false, ""units"": true, ""punctuation"": false, ""brandFix"": false, ""other"": true}"
4690502005540,Актуаль Персик-маракуйя 930гр,Актуаль Персик-маракуйя 930гр,Актуаль,Напиток с вкусом персика и маракуйи.,high,"{""spelling"": false, ""units"": false, ""punctuation"": false, ""brandFix"": false, ""other"": false}"
